Size,Single Eval per Kernel,Double Eval per Kernel,Repeat,Dummy Time (ns),Compute Time Out of Order (ns)
8388608,0,128,64,0.01811266504228115,2.8394454699009657
8388608,0,128,64,0.018513357266783714,2.8392941914498806
8388608,0,128,64,0.018368136137723923,2.8434179835021496
8388608,0,128,64,0.018527818843722343,2.8392170630395412
8388608,0,128,64,0.0183882974088192,2.8390971682965755
8388608,0,128,64,0.01843361370265484,2.839327096939087
8388608,0,128,64,0.018255602568387985,2.8390282317996025
8388608,0,128,64,0.01798546500504017,2.8390729129314423
8388608,0,128,64,0.01815575733780861,2.839359039440751
8388608,0,128,64,0.0184641033411026,2.8394046872854233
8388608,0,128,64,0.01844683475792408,2.8389217909425497
8388608,0,128,64,0.018423207104206085,2.8394055515527725
8388608,0,128,64,0.018386906012892723,2.8393836840987206
8388608,0,128,64,0.018360251560807228,2.8422861862927675
8388608,0,128,64,0.01791330985724926,2.8394846729934216
8388608,0,128,64,0.018508533015847206,2.8397633861750364
8388608,0,128,64,0.018428590148687363,2.8390319012105465
8388608,0,128,64,0.018458856269717216,2.839332925155759
8388608,0,128,64,0.018458588048815727,2.83903169259429
8388608,0,128,64,0.01828080229461193,2.840137606486678
8388608,0,128,64,0.018343348056077957,2.83969272300601
8388608,0,128,64,0.018480811268091202,2.839913833886385
8388608,0,128,64,0.0183438491076231,2.839764578267932
8388608,0,128,64,0.01851740851998329,2.839396959170699
8388608,0,128,64,0.018497426062822342,2.8396124597638845
8388608,0,128,64,0.018436530604958534,2.8400264605879784
8388608,0,128,64,0.01819019578397274,2.8394749220460653
8388608,0,128,64,0.01837114430963993,2.839398119598627
8388608,0,128,64,0.018462730571627617,2.839520452544093
8388608,0,128,64,0.018372511491179466,2.839638838544488
8388608,0,128,64,0.018485143780708313,2.839991269633174
8388608,64,0,64,0.01830333098769188,0.15545514971017838
8388608,64,0,64,0.018171513453125954,0.1552373506128788
8388608,64,0,64,0.018363919109106064,0.15523234941065311
8388608,64,0,64,0.01833697408437729,0.15519893541932106
8388608,64,0,64,0.018188605085015297,0.15526480413973331
8388608,64,0,64,0.018224995583295822,0.1551606636494398
8388608,64,0,64,0.018326599150896072,0.15526684559881687
8388608,64,0,64,0.018481815233826637,0.15496528334915638
8388608,64,0,64,0.018362807109951973,0.15520311892032623
8388608,64,0,64,0.01854725182056427,0.15520554408431053
8388608,64,0,64,0.018232636153697968,0.15520802326500416
8388608,64,0,64,0.018435129895806313,0.1554674543440342
8388608,64,0,64,0.01841721497476101,0.15517962351441383
8388608,64,0,64,0.018345260992646217,0.15520861744880676
8388608,64,0,64,0.018353501334786415,0.1551777608692646
8388608,64,0,64,0.01819336786866188,0.15519285388290882
8388608,64,0,64,0.01853209175169468,0.15525570511817932
8388608,64,0,64,0.01837870664894581,0.15510332584381104
8388608,64,0,64,0.018497081473469734,0.15525216050446033
8388608,64,0,64,0.01839051954448223,0.15519341081380844
8388608,64,0,64,0.01816692389547825,0.15523667261004448
8388608,64,0,64,0.01849580742418766,0.15514408610761166
8388608,64,0,64,0.018486294895410538,0.1553098950535059
8388608,64,0,64,0.018402157351374626,0.15526054985821247
8388608,64,0,64,0.018459539860486984,0.15527130663394928
8388608,64,0,64,0.018346741795539856,0.15517957136034966
8388608,64,0,64,0.01782337576150894,0.15511787682771683
8388608,64,0,64,0.01842992939054966,0.1552722416818142
8388608,64,0,64,0.01816515251994133,0.15520437248051167
8388608,64,0,64,0.018400032073259354,0.15521270409226418
8388608,64,0,64,0.01848154328763485,0.15522761084139347
8388608,64,0,64,0.01839318498969078,0.15524205937981606
8388608,64,0,64,0.01840790919959545,0.1552357766777277
8388608,64,0,64,0.018413547426462173,0.15528342127799988
8388608,64,0,64,0.018164852634072304,0.15515089221298695
8388608,64,0,64,0.018481723964214325,0.15522987768054008
8388608,64,0,64,0.017865611240267754,0.1551328133791685
8388608,64,0,64,0.01844269409775734,0.1551780141890049
8388608,64,0,64,0.018491189926862717,0.15516766719520092
8388608,64,0,64,0.01823931559920311,0.15520169958472252
8388608,64,16,64,0.01847992278635502,0.7047546021640301
8388608,64,16,64,0.01813313364982605,0.7037642523646355
8388608,64,16,64,0.01833605021238327,0.7038564532995224
8388608,64,16,64,0.018491286784410477,0.7036878876388073
8388608,64,16,64,0.01840498484671116,0.7036757208406925
8388608,64,16,64,0.01840076595544815,0.7037377320230007
8388608,64,16,64,0.018483268097043037,0.7037616278976202
8388608,64,16,64,0.01843891851603985,0.703788636252284
8388608,64,16,64,0.018345195800065994,0.703894043341279
8388608,64,16,64,0.018511993810534477,0.7035644687712193
8388608,64,16,64,0.018491817638278008,0.7036597784608603
8388608,64,16,64,0.01795698143541813,0.7044507469981909
8388608,64,16,64,0.018496353179216385,0.7037616539746523
8388608,64,16,64,0.01834222860634327,0.7037958037108183
8388608,64,16,64,0.018461454659700394,0.703495753929019
8388608,64,16,64,0.01838136650621891,0.703709414228797
8388608,64,16,64,0.01850045844912529,0.7036852706223726
8388608,64,16,64,0.0184171125292778,0.7036468777805567
8388608,64,16,64,0.018145952373743057,0.7037109471857548
8388608,64,16,64,0.018168993294239044,0.7036119848489761
8388608,64,16,64,0.01846095360815525,0.7037065345793962
8388608,64,16,64,0.018291771411895752,0.7036734130233526
8388608,64,16,64,0.018286699429154396,0.7036022413522005
8388608,64,16,64,0.018478622660040855,0.7033823020756245
8388608,64,16,64,0.018372267484664917,0.7035687696188688
8388608,64,16,64,0.018442239612340927,0.7035269197076559
8388608,64,16,64,0.01837189495563507,0.703544232994318
8388608,64,16,64,0.01841573230922222,0.7037753630429506
8388608,64,16,64,0.018163492903113365,0.7037231009453535
8388608,64,16,64,0.018149539828300476,0.7037174422293901
8388608,64,16,64,0.018019363284111023,0.7035189419984818
8388608,64,16,64,0.018331186845898628,0.7038018945604563
8388608,64,16,64,0.018477363511919975,0.7037072442471981
8388608,64,16,64,0.01834864914417267,0.7037750147283077
8388608,64,16,64,0.018363211303949356,0.7038117162883282
8388608,64,16,64,0.018445735797286034,0.7034554164856672
8388608,64,16,64,0.01849893108010292,0.7037154994904995
8388608,64,16,64,0.018501754850149155,0.7037977855652571
8388608,64,16,64,0.01828210987150669,0.7035088557749987
8388608,64,16,64,0.018344372510910034,0.7037198189646006
8388608,64,32,64,0.018151499330997467,1.0651881247758865
8388608,64,32,64,0.018503930419683456,1.063677592203021
8388608,64,32,64,0.01840185932815075,1.0638382397592068
8388608,64,32,64,0.018315298482775688,1.0637693144381046
8388608,64,32,64,0.018386604264378548,1.0636334232985973
8388608,64,32,64,0.01838400773704052,1.0636640395969152
8388608,64,32,64,0.018274717032909393,1.0635040886700153
8388608,64,32,64,0.018291154876351357,1.0634273663163185
8388608,64,32,64,0.01836089976131916,1.0636281911283731
8388608,64,32,64,0.01850091479718685,1.0636172480881214
8388608,64,32,64,0.018460744991898537,1.0637386068701744
8388608,64,32,64,0.01794835925102234,1.0646766778081656
8388608,64,32,64,0.01849863864481449,1.0630972925573587
8388608,64,32,64,0.018413256853818893,1.0637219212949276
8388608,64,32,64,0.018544336780905724,1.0633485224097967
8388608,64,32,64,0.018534014001488686,1.0634145848453045
8388608,64,32,64,0.018532007932662964,1.06348748318851
8388608,64,32,64,0.01844775676727295,1.0633803643286228
8388608,64,32,64,0.018462346866726875,1.06356954947114
8388608,64,32,64,0.018153542652726173,1.0635740626603365
8388608,64,32,64,0.018156995996832848,1.063480719923973
8388608,64,32,64,0.018471499904990196,1.0634461212903261
8388608,64,32,64,0.018202243372797966,1.0634555667638779
8388608,64,32,64,0.018453139811754227,1.0633580591529608
8388608,64,32,64,0.018174417316913605,1.0635850578546524
8388608,64,32,64,0.01838751882314682,1.0636025127023458
8388608,64,32,64,0.018349703401327133,1.0636961217969656
8388608,64,32,64,0.018137246370315552,1.063780840486288
8388608,64,32,64,0.01828446425497532,1.0635059494525194
8388608,64,32,64,0.018497629091143608,1.0636027865111828
8388608,64,32,64,0.018535343930125237,1.063594264909625
8388608,64,32,64,0.018433816730976105,1.0637947097420692
8388608,64,32,64,0.018506843596696854,1.063700444996357
8388608,64,32,64,0.01846788451075554,1.0637009423226118
8388608,64,32,64,0.01830987259745598,1.0636511482298374
8388608,64,32,64,0.018361451104283333,1.0637372452765703
8388608,64,32,64,0.01833457127213478,1.063880668953061
8388608,64,32,64,0.018140897154808044,1.0635906085371971
8388608,64,32,64,0.018434960395097733,1.0635049492120743
8388608,64,32,64,0.018299371004104614,1.0635735858231783
8388608,64,64,64,0.018464189022779465,1.738452885299921
8388608,64,64,64,0.018228605389595032,1.7359767314046621
8388608,64,64,64,0.018492018803954124,1.736028615385294
8388608,64,64,64,0.018288224935531616,1.7358944937586784
8388608,64,64,64,0.018155790865421295,1.7361900247633457
8388608,64,64,64,0.01848304457962513,1.735885128378868
8388608,64,64,64,0.018028276041150093,1.7360094096511602
8388608,64,64,64,0.018341973423957825,1.736039251089096
8388608,64,64,64,0.018446438014507294,1.7360035423189402
8388608,64,64,64,0.018323011696338654,1.7358230706304312
8388608,64,64,64,0.018466131761670113,1.7358833122998476
8388608,64,64,64,0.018483053892850876,1.7378201130777597
8388608,64,64,64,0.018227992579340935,1.7358248233795166
8388608,64,64,64,0.018245596438646317,1.7360179498791695
8388608,64,64,64,0.01843814179301262,1.7358514536172152
8388608,64,64,64,0.018131352961063385,1.7356140743941069
8388608,64,64,64,0.018387887626886368,1.7357927318662405
8388608,64,64,64,0.01839016191661358,1.7356428131461143
8388608,64,64,64,0.018495244905352592,1.735843164846301
8388608,64,64,64,0.018395980820059776,1.7359088212251663
8388608,64,64,64,0.01841956004500389,1.7356599997729063
8388608,64,64,64,0.018414979800581932,1.7359215561300516
8388608,64,64,64,0.018405072391033173,1.7359691858291626
8388608,64,64,64,0.01810598373413086,1.7358733341097832
8388608,64,64,64,0.018151788040995598,1.735858814790845
8388608,64,64,64,0.01837276667356491,1.7359029445797205
8388608,64,64,64,0.018374044448137283,1.7357119973748922
8388608,64,64,64,0.018096599727869034,1.7363439127802849
8388608,64,64,64,0.018060164526104927,1.7358791753649712
8388608,64,64,64,0.01832507736980915,1.7358803562819958
8388608,64,64,64,0.0184270478785038,1.7359024807810783
8388608,64,64,64,0.018393130972981453,1.7361488919705153
8388608,64,64,64,0.018538499251008034,1.7361836433410645
8388608,64,64,64,0.01848640665411949,1.7359966523945332
8388608,64,64,64,0.018385929986834526,1.7361465319991112
8388608,64,64,64,0.018556024879217148,1.735961889848113
8388608,64,64,64,0.018511738628149033,1.7361849527806044
8388608,64,64,64,0.018439272418618202,1.7356579974293709
8388608,64,64,64,0.01845366694033146,1.7358094416558743
8388608,64,64,64,0.018297912552952766,1.736051745712757
8388608,64,128,64,0.01842777617275715,3.231828086078167
8388608,64,128,64,0.01813798025250435,3.227468093857169
8388608,64,128,64,0.018151655793190002,3.2280931174755096
8388608,64,128,64,0.01814809814095497,3.228144394233823
8388608,64,128,64,0.01798616722226143,3.227810926735401
8388608,64,128,64,0.01837209239602089,3.2275345493108034
8388608,64,128,64,0.018481750041246414,3.227592781186104
8388608,64,128,64,0.018496083095669746,3.2275060154497623
8388608,64,128,64,0.018168549984693527,3.2279088012874126
8388608,64,128,64,0.018196098506450653,3.226923169568181
8388608,64,128,64,0.018057236447930336,3.2271498404443264
8388608,64,128,64,0.018347693607211113,3.231074245646596
8388608,64,128,64,0.018112191930413246,3.227482259273529
8388608,64,128,64,0.01839672587811947,3.227505085989833
8388608,64,128,64,0.018476493656635284,3.2271668910980225
8388608,64,128,64,0.01836017705500126,3.2277799509465694
8388608,64,128,64,0.018453815951943398,3.227065823972225
8388608,64,128,64,0.017930427566170692,3.2277678046375513
8388608,64,128,64,0.01832350343465805,3.227236483246088
8388608,64,128,64,0.018405087292194366,3.2270551342517138
8388608,64,128,64,0.01813432201743126,3.2275067195296288
8388608,64,128,64,0.018367791548371315,3.227226659655571
8388608,64,128,64,0.018013043329119682,3.226631933823228
8388608,64,128,64,0.018378447741270065,3.2267409469932318
8388608,64,128,64,0.018472442403435707,3.2276010140776634
8388608,64,128,64,0.01840388961136341,3.227162452414632
8388608,64,128,64,0.01844741404056549,3.2271847669035196
8388608,64,128,64,0.01837245561182499,3.2280697748064995
8388608,64,128,64,0.018469927832484245,3.2271768022328615
8388608,64,128,64,0.018457118421792984,3.2278997637331486
8388608,64,128,64,0.018453160300850868,3.2274577375501394
8388608,64,128,64,0.018401192501187325,3.227786062285304
8388608,64,128,64,0.01836789958178997,3.2276083882898092
8388608,64,128,64,0.0185390692204237,3.2278234362602234
8388608,64,128,64,0.018454644829034805,3.2281119972467422
8388608,64,128,64,0.018505200743675232,3.2275807932019234
8388608,64,128,64,0.018476353958249092,3.2278886269778013
8388608,64,128,64,0.01816146820783615,3.227638417854905
8388608,64,128,64,0.018441233783960342,3.2275450602173805
8388608,64,128,64,0.018511345610022545,3.2272516284137964
8388608,128,0,64,0.01807640865445137,0.2698956970125437
8388608,128,0,64,0.01831820048391819,0.2693414855748415
8388608,128,0,64,0.018363390117883682,0.2693179864436388
8388608,128,0,64,0.018230998888611794,0.26927946135401726
8388608,128,0,64,0.018486257642507553,0.268990833312273
8388608,128,0,64,0.018343744799494743,0.2690286207944155
8388608,128,0,64,0.018197448924183846,0.26923087798058987
8388608,128,0,64,0.018448982387781143,0.26920511946082115
8388608,128,0,64,0.018455171957612038,0.2690712623298168
8388608,128,0,64,0.018502458930015564,0.26913589611649513
8388608,128,0,64,0.018340669572353363,0.268998296931386
8388608,128,0,64,0.018389303237199783,0.2697753179818392
8388608,128,0,64,0.018407966941595078,0.26935756392776966
8388608,128,0,64,0.018496224656701088,0.2694502454251051
8388608,128,0,64,0.018353981897234917,0.26915030740201473
8388608,128,0,64,0.01818249188363552,0.26912948302924633
8388608,128,0,64,0.01834949664771557,0.26920608058571815
8388608,128,0,64,0.018130019307136536,0.2693491708487272
8388608,128,0,64,0.018313342705368996,0.2691961545497179
8388608,128,0,64,0.01847134530544281,0.26916724257171154
8388608,128,0,64,0.018215185031294823,0.26918114721775055
8388608,128,0,64,0.018514782190322876,0.26927307061851025
8388608,128,0,64,0.018506718799471855,0.26938755437731743
8388608,128,0,64,0.018222225829958916,0.26884465105831623
8388608,128,0,64,0.018381109461188316,0.26896018721163273
8388608,128,0,64,0.018483301624655724,0.26933459751307964
8388608,128,0,64,0.018454279750585556,0.2693886458873749
8388608,128,0,64,0.01814311556518078,0.26918997429311275
8388608,128,0,64,0.018270961940288544,0.26903284527361393
8388608,128,0,64,0.018005846068263054,0.26923410035669804
8388608,128,0,64,0.018472637981176376,0.26917607337236404
8388608,128,0,64,0.018293632194399834,0.2692798934876919
8388608,128,0,64,0.018455715849995613,0.26920710131525993
8388608,128,0,64,0.018357573077082634,0.26948558911681175
8388608,128,0,64,0.018277699127793312,0.26928916200995445
8388608,128,0,64,0.018143093213438988,0.26929397881031036
8388608,128,0,64,0.018031824380159378,0.26935572922229767
8388608,128,0,64,0.018480690196156502,0.2692084480077028
8388608,128,0,64,0.018365947529673576,0.2692834995687008
8388608,128,0,64,0.018378783017396927,0.2692602053284645
8388608,128,16,64,0.01833772100508213,0.9932226873934269
8388608,128,16,64,0.01841278187930584,0.9916090741753578
8388608,128,16,64,0.018512411043047905,0.9913646932691336
8388608,128,16,64,0.018493643030524254,0.9915327373892069
8388608,128,16,64,0.018157469108700752,0.9913037959486246
8388608,128,16,64,0.018331166356801987,0.9914059899747372
8388608,128,16,64,0.01846204325556755,0.9911858327686787
8388608,128,16,64,0.018394561484456062,0.9915328957140446
8388608,128,16,64,0.01841830089688301,0.9912110436707735
8388608,128,16,64,0.01844104751944542,0.9912919886410236
8388608,128,16,64,0.018355976790189743,0.9912062138319016
8388608,128,16,64,0.01838141679763794,0.9926044344902039
8388608,128,16,64,0.018670907244086266,0.9913206230849028
8388608,128,16,64,0.01846339739859104,0.9909369107335806
8388608,128,16,64,0.018356159329414368,0.991628922522068
8388608,128,16,64,0.01839599572122097,0.9912471622228622
8388608,128,16,64,0.01829471066594124,0.9913514945656061
8388608,128,16,64,0.018420198932290077,0.9912602994590998
8388608,128,16,64,0.01830918900668621,0.9913547169417143
8388608,128,16,64,0.018479187041521072,0.9910715837031603
8388608,128,16,64,0.01843941956758499,0.9915591049939394
8388608,128,16,64,0.018342090770602226,0.9914563372731209
8388608,128,16,64,0.01790465973317623,0.9919727202504873
8388608,128,16,64,0.01848619617521763,0.9914039336144924
8388608,128,16,64,0.0184561088681221,0.9916210994124413
8388608,128,16,64,0.017932871356606483,0.9914362095296383
8388608,128,16,64,0.018156498670578003,0.991306571289897
8388608,128,16,64,0.01856902241706848,0.9912171941250563
8388608,128,16,64,0.018501419574022293,0.9913750756531954
8388608,128,16,64,0.01826290972530842,0.9913929216563702
8388608,128,16,64,0.018024448305368423,0.991438489407301
8388608,128,16,64,0.01839574985206127,0.9915893077850342
8388608,128,16,64,0.01846989244222641,0.9914975296705961
8388608,128,16,64,0.01846613734960556,0.9914540965110064
8388608,128,16,64,0.018378498032689095,0.9913724288344383
8388608,128,16,64,0.018527548760175705,0.9914731085300446
8388608,128,16,64,0.01838313601911068,0.9913943372666836
8388608,128,16,64,0.0183440912514925,0.9914653766900301
8388608,128,16,64,0.018434623256325722,0.9915456492453814
8388608,128,16,64,0.018505187705159187,0.9914200734347105
8388608,128,32,64,0.0185487549751997,1.3575890436768532
8388608,128,32,64,0.01812261901795864,1.355590347200632
8388608,128,32,64,0.018535997718572617,1.3558410909026861
8388608,128,32,64,0.017935940995812416,1.3555979058146477
8388608,128,32,64,0.018474364653229713,1.3555426020175219
8388608,128,32,64,0.018159277737140656,1.3555178791284561
8388608,128,32,64,0.01840975321829319,1.3555996734648943
8388608,128,32,64,0.018395675346255302,1.3556800726801157
8388608,128,32,64,0.018396886065602303,1.355523170903325
8388608,128,32,64,0.01849919930100441,1.3554745484143496
8388608,128,32,64,0.01816645823419094,1.3551450222730637
8388608,128,32,64,0.018492979928851128,1.3573286458849907
8388608,128,32,64,0.018193069845438004,1.3554878495633602
8388608,128,32,64,0.018234215676784515,1.3555440697818995
8388608,128,32,64,0.0184935312718153,1.3551646154373884
8388608,128,32,64,0.01847860775887966,1.355084266513586
8388608,128,32,64,0.018497174605727196,1.3554818462580442
8388608,128,32,64,0.018287548795342445,1.3555854614824057
8388608,128,32,64,0.01841834746301174,1.3555118888616562
8388608,128,32,64,0.01842147298157215,1.3553269561380148
8388608,128,32,64,0.018368424847722054,1.3553833197802305
8388608,128,32,64,0.01825031079351902,1.355188973248005
8388608,128,32,64,0.018321475014090538,1.3563521727919579
8388608,128,32,64,0.018432078883051872,1.355347629636526
8388608,128,32,64,0.01849381998181343,1.3551676254719496
8388608,128,32,64,0.018466949462890625,1.3553947564214468
8388608,128,32,64,0.018389146775007248,1.3556102253496647
8388608,128,32,64,0.018465599045157433,1.3551895134150982
8388608,128,32,64,0.018476149067282677,1.3560097459703684
8388608,128,32,64,0.018088258802890778,1.3556864149868488
8388608,128,32,64,0.018006540834903717,1.355456292629242
8388608,128,32,64,0.018146252259612083,1.3557610791176558
8388608,128,32,64,0.018466511741280556,1.355632608756423
8388608,128,32,64,0.018194906413555145,1.355628415942192
8388608,128,32,64,0.018463637679815292,1.3555985558778048
8388608,128,32,64,0.017969952896237373,1.3554520569741726
8388608,128,32,64,0.018139755353331566,1.3555411957204342
8388608,128,32,64,0.018344508484005928,1.3557298239320517
8388608,128,32,64,0.018374430015683174,1.3555577099323273
8388608,128,32,64,0.018017007037997246,1.355631809681654
8388608,128,64,64,0.018329519778490067,2.079046508297324
8388608,128,64,64,0.018376752734184265,2.0756651386618614
8388608,128,64,64,0.018445027992129326,2.0757528655231
8388608,128,64,64,0.018325915560126305,2.075813388451934
8388608,128,64,64,0.018127573654055595,2.0755651015788317
8388608,128,64,64,0.018392307683825493,2.075482564046979
8388608,128,64,64,0.018196236342191696,2.075487097725272
8388608,128,64,64,0.018221156671643257,2.07599039375782
8388608,128,64,64,0.018156910315155983,2.0757994670420885
8388608,128,64,64,0.018123645335435867,2.0755592435598373
8388608,128,64,64,0.018077224493026733,2.075178349390626
8388608,128,64,64,0.018363548442721367,2.0782161597162485
8388608,128,64,64,0.018458615988492966,2.0755025390535593
8388608,128,64,64,0.01816309057176113,2.0752591099590063
8388608,128,64,64,0.01843290962278843,2.075509713962674
8388608,128,64,64,0.01840478554368019,2.0752141792327166
8388608,128,64,64,0.018395746126770973,2.075655158609152
