Size,Single Eval per Kernel,Double Eval per Kernel,Repeat,Dummy Time (ns),Compute Time Out of Order (ns)
8388608,0,16,64,0.1041326466947794,1.813868960365653
8388608,0,16,64,0.10388520173728466,1.7276906203478575
8388608,0,16,64,0.10389077104628086,1.8101575430482626
8388608,0,16,64,0.10387910157442093,1.7756727430969477
8388608,0,16,64,0.10410983860492706,1.7962632346898317
8388608,0,16,64,0.1526944898068905,2.5504298862069845
8388608,0,16,64,0.11452800966799259,1.7144190985709429
8388608,0,16,64,0.10416579991579056,1.8879964612424374
8388608,0,16,64,0.10401370376348495,1.7611812073737383
8388608,0,16,64,0.10386613756418228,1.6833258848637342
8388608,0,16,64,0.10383709520101547,1.7337468564510345
8388608,0,16,64,0.10408921167254448,1.8071165196597576
8388608,0,16,64,0.10390441678464413,1.7784242182970047
8388608,0,16,64,0.10390043817460537,1.6874011103063822
8388608,0,16,64,0.104017723351717,1.7603057902306318
8388608,0,16,64,0.10388758778572083,1.6897183880209923
8388608,0,16,64,0.11680619977414608,1.7258406952023506
8388608,0,16,64,0.10403948649764061,1.7044166829437017
8388608,0,16,64,0.10389124043285847,1.7964525911957026
8388608,0,16,64,0.10387597419321537,1.6853419002145529
8388608,0,16,64,0.10422954335808754,1.7066781874746084
8388608,0,16,64,0.14737044088542461,2.710876554250717
8388608,0,16,64,0.1039450615644455,1.7624338902533054
8388608,0,16,64,0.15435235016047955,2.836802901700139
8388608,0,16,64,0.10410704836249352,1.6975100208073854
8388608,0,32,64,0.1277457270771265,3.401596426963806
8388608,0,32,64,0.10412011109292507,3.280322862789035
8388608,0,32,64,0.10401774570345879,3.2859096881002188
8388608,0,32,64,0.10680566355586052,3.315620444715023
8388608,0,32,64,0.10419244132936001,3.3449955619871616
8388608,0,32,64,0.110165910795331,3.334662700071931
8388608,0,32,64,0.10438199155032635,3.334726994857192
8388608,0,32,64,0.10388285480439663,3.298731306567788
8388608,0,32,64,0.10392993316054344,3.301081692799926
8388608,0,32,64,0.10389041155576706,3.263682007789612
8388608,0,32,64,0.10393748618662357,3.2881913781166077
8388608,0,32,64,0.10393866151571274,4.114002963528037
8388608,0,32,64,0.10388709977269173,3.300135439261794
8388608,0,32,64,0.14365028403699398,3.2519888691604137
8388608,0,32,64,0.1040774043649435,3.291328202933073
8388608,0,32,64,0.10392127744853497,4.000198302790523
8388608,0,32,64,0.10391962714493275,3.2840843722224236
8388608,0,32,64,0.15858684666454792,4.027964651584625
8388608,0,32,64,0.10412467084825039,3.316973650828004
8388608,0,32,64,0.11620127595961094,3.304550349712372
8388608,0,32,64,0.10392078943550587,3.2835853192955256
8388608,0,32,64,0.15806372463703156,4.398981196805835
8388608,0,32,64,0.10389530658721924,3.2871553357690573
8388608,0,32,64,0.154043173417449,5.421422146260738
8388608,0,32,64,0.1039908118546009,3.2765409126877785
8388608,0,64,64,0.1038801409304142,6.6621672082692385
8388608,0,64,64,0.14208057895302773,6.375007979571819
8388608,0,64,64,0.10386575944721699,6.380499817430973
8388608,0,64,64,0.10728161968290806,6.555367747321725
8388608,0,64,64,0.10429800301790237,6.6070192810148
8388608,0,64,64,0.10412298701703548,6.529998177662492
8388608,0,64,64,0.11702079325914383,6.4340153858065605
8388608,0,64,64,0.10399640537798405,7.278367450460792
8388608,0,64,64,0.10390392690896988,6.433375999331474
8388608,0,64,64,0.10386754758656025,6.418479014188051
8388608,0,64,64,0.11497397720813751,6.413859957829118
8388608,0,64,64,0.18300319276750088,7.708390340209007
8388608,0,64,64,0.10416721552610397,6.40498174354434
8388608,0,64,64,0.10416975058615208,6.3854808658361435
8388608,0,64,64,0.10389885865151882,6.426440393552184
8388608,0,64,64,0.14971167221665382,6.816314283758402
8388608,0,64,64,0.17434931360185146,7.271050913259387
8388608,0,64,64,0.10389343649148941,7.3074786607176065
8388608,0,64,64,0.11659437604248524,6.489130657166243
8388608,0,64,64,0.10389997996389866,6.463645834475756
8388608,0,64,64,0.10977653972804546,6.435302920639515
8388608,0,64,64,0.103878702968359,6.405726678669453
8388608,0,64,64,0.10390866920351982,6.446317287161946
8388608,0,64,64,0.15908543206751347,10.656338270753622
8388608,0,64,64,0.10392368212342262,6.409758349880576
8388608,0,128,64,0.10392320901155472,13.183179127052426
8388608,0,128,64,0.10388192906975746,12.684445479884744
8388608,0,128,64,0.10389588586986065,12.660926273092628
8388608,0,128,64,0.12473263405263424,12.902237275615335
8388608,0,128,64,0.11217446438968182,13.111111782491207
8388608,0,128,64,0.14825945161283016,19.480315955355763
8388608,0,128,64,0.11213464476168156,12.883969333022833
8388608,0,128,64,0.10393298976123333,12.75955574028194
8388608,0,128,64,0.11464910954236984,12.67044216580689
8388608,0,128,64,0.1039077676832676,12.72535565122962
