Size,Repeat,Write per Kernel,Time (ns)
2097152,64,1,0.23471704870462418
2097152,64,2,0.16473855823278427
2097152,64,4,0.17611005902290344
2097152,128,1,0.2410467565059662
2097152,128,2,0.16449089720845222
2097152,128,4,0.18167727068066597
2097152,256,1,0.2939920760691166
2097152,256,2,0.17132068052887917
2097152,256,4,0.2215500846505165
4194303,32,3,0.28288605848218407
4194303,64,3,0.2908004060805812
4194303,128,3,0.28784552932573065
4194303,256,3,0.2889643450964916
4194304,32,1,0.23029983043670654
4194304,32,2,0.2869512289762497
4194304,32,4,0.2866065502166748
4194304,64,1,0.2977900132536888
4194304,64,2,0.28457600995898247
4194304,64,4,0.2881728447973728
4194304,128,1,0.23926177248358727
4194304,128,2,0.45712439715862274
4194304,128,4,0.2963801547884941
4194304,256,1,0.23839359916746616
4194304,256,2,0.33373225200921297
4194304,256,4,0.29684500955045223
8388606,32,3,0.28215220219545417
8388606,64,3,0.288728274325317
8388606,128,3,0.29161194493310333
8388606,256,3,0.33275491528702744
8388608,32,1,0.22733347862958908
8388608,32,2,0.292482677847147
8388608,32,4,0.2983185686171055
8388608,64,1,0.33313217014074326
8388608,64,2,0.2858025748282671
8388608,64,4,0.32643154077231884
8388608,128,1,0.27395336609333754
8388608,128,2,0.34014858212321997
8388608,128,4,0.29223109409213066
8388608,256,1,0.2532715145498514
8388608,256,2,0.3240814097225666
8388608,256,4,0.35356249287724495
