Size (B),Block Size (B),Write Chn,Read Chn,Local Buffer Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss,Pipe RW,Pipe Stall,Pipe Sync
4194304,131072,8,8,32768,1.36471,17.2535,6.27089,0.136878,0.00278752,3.05176e-5,2.58442e-8,2.96859e-7
4194304,131072,12,4,0,2.03878,9.43122,9.36939,0.135378,9.51297e-5,3.05176e-5,3.05043e-5,0.000542532
4194304,131072,12,4,32768,2.04112,9.65126,9.38031,0.136644,0.000127361,3.05176e-5,3.05064e-5,0.000538818
4194304,262144,1,3,0,0.515387,7.2508,2.36847,0.134604,0.00114039,1.52588e-5,8.73968e-11,3.05889e-9
4194304,262144,1,3,32768,0.516035,7.25103,2.37149,0.134802,0.00100605,1.52588e-5,8.73968e-11,3.23368e-9
4194304,262144,2,2,0,0.356585,5.25097,1.6386,0.13018,0.000626261,1.52588e-5,3.10072e-7,1.47423e-6
4194304,262144,2,2,32768,0.356937,5.25329,1.64036,0.130537,0.000422117,1.52588e-5,1.06171e-7,9.17586e-7
4194304,262144,2,6,0,1.02318,13.2508,4.70163,0.13477,0.00413796,1.52588e-5,0,0
4194304,262144,2,6,32768,1.02262,13.2511,4.69931,0.135,0.00313074,1.52588e-5,1.74794e-10,6.64216e-9
4194304,262144,3,1,0,0.524794,3.29247,2.41149,0.122051,0.000175868,1.52588e-5,1.52556e-5,0.000216285
4194304,262144,3,1,32768,0.523854,3.40285,2.40743,0.12842,6.01726e-5,1.52588e-5,1.52506e-5,0.000212897
4194304,262144,4,4,0,0.690768,9.25136,3.17455,0.134674,0.000700503,1.52588e-5,7.09575e-6,8.71427e-6
4194304,262144,4,4,32768,0.691773,9.2733,3.17872,0.137246,0.000646093,1.52588e-5,9.24338e-8,8.028e-7
4194304,262144,4,12,0,2.03454,25.2508,9.34949,0.134705,0.00618955,1.52588e-5,0,0
