Size,Eval per Kernel,Repeat,Out of order,Dummy Time (ns),Compute Time (ns),Native Compute Time (ns)
131072,4,128,0,1.830463469028473,2.631047487258911,2.0433650612831116
131072,4,128,1,2.1521963477134705,1.981286346912384,1.9550822377204895
131072,6,32,0,1.6772043704986572,1.7884581089019775,1.8937170505523682
131072,6,32,1,1.8819737434387207,2.123169422149658,2.079146146774292
131072,6,64,0,1.730471134185791,2.279592990875244,2.1475749015808105
131072,6,64,1,1.695763349533081,1.8879002332687378,2.0039066076278687
131072,6,128,0,1.6837627291679382,1.9104841351509094,1.996570646762848
131072,6,128,1,1.6998991966247559,1.8317370414733887,1.9468289613723755
131072,8,32,0,1.7549688816070557,2.0912156105041504,2.001206874847412
131072,8,32,1,1.788405179977417,1.999666452407837,2.018742799758911
131072,8,64,0,1.6808359622955322,2.041518211364746,2.0287498235702515
131072,8,64,1,1.7433723211288452,1.9971412420272827,1.9745405912399292
131072,8,128,0,1.7395095229148865,2.5009820461273193,2.025269865989685
131072,8,128,1,1.755799114704132,1.9820857048034668,1.971729338169098
131072,16,32,0,1.7467169761657715,4.0126869678497314,3.24658203125
131072,16,32,1,1.7033722400665283,3.907968759536743,3.14512300491333
131072,16,64,0,1.7372288703918457,4.130348324775696,3.6662213802337646
131072,16,64,1,1.760186791419983,3.9934298992156982,3.115382432937622
131072,16,128,0,1.6859967708587646,4.288915455341339,3.2263702154159546
131072,16,128,1,1.751636266708374,3.8628838062286377,3.1112122535705566
131072,32,32,0,1.751225471496582,7.923491954803467,6.292828321456909
131072,32,32,1,1.5867118835449219,6.956283092498779,5.492599964141846
131072,32,64,0,1.7351317405700684,7.858329772949219,6.256557822227478
131072,32,64,1,1.6905789375305176,7.741479992866516,6.1314990520477295
131072,32,128,0,1.5351022481918335,7.006828486919403,5.802855312824249
131072,32,128,1,2.1974207758903503,7.745547115802765,6.110322952270508
131072,64,32,0,1.7454276084899902,15.742024898529053,12.49204707145691
131072,64,32,1,1.7549099922180176,15.538787364959717,12.289604902267456
131072,64,64,0,1.7747000455856323,15.996607422828674,12.472335457801819
131072,64,64,1,1.7404167652130127,15.629094958305359,12.27020013332367
131072,64,128,0,1.7455726265907288,16.11420726776123,12.436868131160736
131072,64,128,1,1.590485692024231,13.927653908729553,11.016527891159058
262144,1,32,0,1.0360749959945679,0.9379885196685791,0.9262596368789673
262144,1,32,1,0.8681073188781738,0.9622904062271118,0.9559377431869507
262144,1,64,0,0.8636837601661682,0.9579877853393555,0.952648937702179
262144,1,64,1,0.7866257429122925,0.9186103940010071,0.8382205367088318
262144,1,128,0,0.8753517270088196,0.9639789760112762,0.9588627517223358
262144,1,128,1,0.871688961982727,0.9587371051311493,0.9549962878227234
262144,2,32,0,0.8671572208404541,1.0174545049667358,1.014417052268982
262144,2,32,1,1.0018677711486816,0.9806299209594727,0.9329218864440918
262144,2,64,0,0.7675783634185791,0.8823106288909912,0.8805427551269531
262144,2,64,1,0.8727536797523499,1.0199281573295593,1.4021165370941162
262144,2,128,0,0.8681747019290924,1.2291402220726013,1.0628471970558167
262144,2,128,1,0.874653697013855,1.0489302277565002,1.0302318334579468
262144,3,32,0,0.933199405670166,0.9675037860870361,1.0169421434402466
262144,3,32,1,0.8569869995117188,0.9817506074905396,1.0299407243728638
262144,3,64,0,0.7885368466377258,0.870641827583313,0.8967384696006775
262144,3,64,1,0.8771752119064331,1.007494330406189,1.0525829792022705
262144,3,128,0,0.8693049550056458,0.9888546764850616,1.046569436788559
262144,3,128,1,0.8476575911045074,0.9580972492694855,1.00007563829422
262144,4,32,0,0.8671296834945679,0.9872382879257202,1.000038504600525
262144,4,32,1,0.8481100797653198,0.9678596258163452,0.9793553352355957
262144,4,64,0,0.8752256631851196,0.9914814233779907,1.0028743743896484
262144,4,64,1,1.0015340447425842,0.9592890739440918,0.9935123920440674
262144,4,128,0,0.8051906824111938,0.8925606906414032,0.8767975866794586
262144,4,128,1,0.9573591351509094,0.9559887647628784,0.9565763175487518
262144,6,32,0,0.9752650260925293,2.3607916831970215,2.2617127895355225
262144,6,32,1,0.8499985933303833,1.4325233697891235,1.2022615671157837
262144,6,64,0,0.8007476329803467,1.8350723385810852,1.6828231811523438
262144,6,64,1,0.874893307685852,1.4381123781204224,1.1742013096809387
262144,6,128,0,0.873188853263855,1.463887244462967,1.1867881119251251
262144,6,128,1,0.8567965924739838,1.3850512504577637,1.120496153831482
262144,8,32,0,0.8456103801727295,1.9708871841430664,1.8157776594161987
262144,8,32,1,0.8797446489334106,1.9242709875106812,1.562775731086731
262144,8,64,0,0.8420568108558655,1.939539909362793,1.5867445468902588
262144,8,64,1,0.8737750053405762,1.8959259390830994,1.53790283203125
262144,8,128,0,1.0373091101646423,1.805400401353836,1.4175906479358673
262144,8,128,1,0.8548594415187836,1.7988011538982391,1.4229156970977783
262144,16,32,0,1.0918958187103271,3.9620749950408936,3.125027894973755
262144,16,32,1,0.8922399282455444,3.8196465969085693,3.0537607669830322
262144,16,64,0,0.8386635780334473,3.8855467438697815,3.345030725002289
262144,16,64,1,0.8505754470825195,3.807926118373871,3.037698805332184
262144,16,128,0,0.8652225434780121,4.122035950422287,3.1078206300735474
262144,16,128,1,0.8522923290729523,3.801384776830673,3.029742330312729
262144,32,32,0,0.8752052783966064,8.105164289474487,6.265926241874695
262144,32,32,1,0.8772304058074951,7.6625823974609375,6.0721341371536255
262144,32,64,0,0.8495619893074036,7.747358918190002,6.473752081394196
262144,32,64,1,0.8496997356414795,7.82515811920166,6.058961629867554
262144,32,128,0,0.8688880801200867,8.057739645242691,6.1619533598423
262144,32,128,1,0.8741088509559631,7.65222629904747,6.051237255334854
262144,64,32,0,0.8476629257202148,15.876335620880127,12.376448273658752
262144,64,32,1,0.8796122074127197,15.440262794494629,12.212998270988464
262144,64,64,0,0.8334378600120544,14.568322539329529,11.083042323589325
262144,64,64,1,0.8830591440200806,15.507591664791107,12.442990183830261
262144,64,128,0,0.7648719251155853,14.0167897939682,11.298844963312149
262144,64,128,1,0.7980740964412689,13.83789637684822,11.057511866092682
524288,1,32,0,0.4400634765625,0.5073012709617615,0.5133034586906433
524288,1,32,1,0.4416179060935974,0.5140657424926758,0.5174573063850403
524288,1,64,0,0.42485177516937256,0.5027261674404144,0.5005589723587036
524288,1,64,1,0.4383052587509155,0.5154086649417877,0.5142979621887207
524288,1,128,0,0.4368104934692383,0.5145722180604935,0.5108631104230881
