Size,Eval per Kernel,Repeat,Out of order,Dummy Time (ns),Compute Time (ns),Native Compute Time (ns)
2048,1,256,0,118.48669624328613,120.5810317993164,121.24104118347168
2048,1,256,1,117.1170711517334,119.56505966186523,119.42663192749023
2048,2,64,0,118.36546325683594,121.56219482421875,120.96646118164062
2048,2,64,1,116.18623352050781,118.78648376464844,118.9053955078125
2048,2,128,0,116.53174591064453,118.66483688354492,119.06222152709961
2048,2,128,1,116.43001556396484,118.52174758911133,118.7574234008789
2048,2,256,0,114.57107925415039,118.90178108215332,119.22836112976074
2048,2,256,1,116.76449012756348,119.23455619812012,119.64920425415039
2048,4,64,0,113.6225814819336,116.9273910522461,117.42089080810547
2048,4,64,1,118.60836791992188,124.21629333496094,121.08456420898438
2048,4,128,0,114.46072387695312,117.60961151123047,118.23331832885742
2048,4,128,1,117.64568328857422,119.0777473449707,119.60200500488281
2048,4,256,0,117.97811317443848,119.78330421447754,120.61748123168945
2048,4,256,1,120.36612319946289,120.37368202209473,129.13777923583984
2048,8,64,0,118.27507781982422,124.468994140625,122.6780776977539
2048,8,64,1,118.2496337890625,119.24588775634766,119.83468627929688
2048,8,128,0,113.84957122802734,118.03029251098633,118.42086791992188
2048,8,128,1,117.41412353515625,118.53094863891602,119.29607009887695
2048,8,256,0,116.43302154541016,119.83835983276367,120.88376998901367
2048,8,256,1,117.2268009185791,119.67134857177734,119.63632011413574
4096,1,32,0,59.621910095214844,60.51527404785156,60.53803253173828
4096,1,32,1,60.66338348388672,61.327903747558594,61.47290802001953
4096,1,64,0,59.85013961791992,61.29364013671875,61.45100784301758
4096,1,64,1,59.62963104248047,61.584598541259766,60.339351654052734
4096,1,128,0,58.45691108703613,59.92795944213867,59.80751991271973
4096,1,128,1,58.55519104003906,61.1837158203125,63.09945106506348
4096,2,32,0,59.43162536621094,60.356224060058594,60.436431884765625
4096,2,32,1,58.295555114746094,59.18267059326172,59.06739044189453
4096,2,64,0,57.862491607666016,59.750003814697266,59.76836013793945
4096,2,64,1,59.88127517700195,60.0767936706543,59.9443244934082
4096,2,128,0,58.98245429992676,60.95719909667969,60.15991973876953
4096,2,128,1,59.99387168884277,60.45208168029785,60.230337142944336
4096,4,32,0,60.398216247558594,61.93913269042969,62.14305114746094
4096,4,32,1,60.545135498046875,61.85663604736328,61.82019805908203
4096,4,64,0,58.82468032836914,60.39458084106445,60.55139923095703
4096,4,64,1,59.38245391845703,60.8682975769043,61.176612854003906
4096,4,128,0,57.76822853088379,59.324283599853516,59.43180274963379
4096,4,128,1,58.71286201477051,59.624135971069336,59.86725044250488
4096,8,32,0,59.792945861816406,61.42088317871094,61.34471130371094
4096,8,32,1,59.23075866699219,61.05450439453125,61.357200622558594
4096,8,64,0,58.167388916015625,60.43174362182617,60.40901184082031
4096,8,64,1,58.86450958251953,61.58735275268555,60.502708435058594
4096,8,128,0,58.888572692871094,59.56869316101074,59.201791763305664
4096,8,128,1,59.28763008117676,59.642860412597656,59.69495391845703
8192,1,16,0,28.805633544921875,29.517105102539062,29.75341033935547
8192,1,16,1,29.580299377441406,29.902076721191406,30.08917236328125
8192,1,32,0,29.72735595703125,30.29425048828125,29.97216796875
8192,1,32,1,29.22152328491211,29.85070037841797,29.93471908569336
8192,1,64,0,29.733861923217773,30.34964370727539,29.815279006958008
8192,1,64,1,29.46058464050293,29.731325149536133,29.855260848999023
8192,2,16,0,29.04497528076172,30.068740844726562,29.5526123046875
8192,2,16,1,29.397659301757812,29.93120574951172,29.988616943359375
8192,2,32,0,29.578472137451172,30.393939971923828,30.331073760986328
8192,2,32,1,29.011627197265625,29.931556701660156,29.627548217773438
8192,2,64,0,29.12656021118164,29.86067008972168,29.90447425842285
8192,2,64,1,29.117225646972656,30.068729400634766,30.037158966064453
8192,4,16,0,30.168167114257812,30.71491241455078,30.727149963378906
8192,4,16,1,29.431434631347656,31.58940887451172,29.783653259277344
8192,4,32,0,28.98104476928711,29.813220977783203,29.7012939453125
8192,4,32,1,29.946033477783203,30.53109359741211,30.611083984375
8192,4,64,0,29.62761116027832,30.497970581054688,30.489498138427734
8192,4,64,1,29.12322425842285,30.45185661315918,29.699384689331055
8192,8,16,0,30.07007598876953,30.105560302734375,29.927833557128906
8192,8,16,1,30.462242126464844,31.542739868164062,31.836463928222656
8192,8,32,0,29.172603607177734,29.798603057861328,29.661792755126953
8192,8,32,1,29.513748168945312,30.315265655517578,30.32653045654297
8192,8,64,0,28.791847229003906,29.883989334106445,29.896848678588867
8192,8,64,1,29.005680084228516,29.787351608276367,29.783002853393555
16384,1,8,0,15.743705749511719,15.594154357910156,15.445472717285156
16384,1,8,1,15.245361328125,15.6441650390625,15.436363220214844
16384,1,16,0,15.334701538085938,15.531932830810547,15.620960235595703
16384,1,16,1,14.810111999511719,15.113140106201172,20.717269897460938
16384,1,32,0,14.615684509277344,14.851045608520508,14.933433532714844
16384,1,32,1,15.290918350219727,15.561481475830078,15.35873794555664
16384,2,8,0,15.608657836914062,15.595138549804688,15.380218505859375
16384,2,8,1,15.515113830566406,15.683807373046875,15.566108703613281
16384,2,16,0,14.832637786865234,14.905689239501953,14.89487075805664
16384,2,16,1,15.132125854492188,15.645343780517578,15.408226013183594
16384,2,32,0,14.498764038085938,14.774391174316406,14.841302871704102
16384,2,32,1,14.873687744140625,16.25183868408203,15.613288879394531
16384,4,8,0,14.899398803710938,15.444961547851562,15.309593200683594
16384,4,8,1,16.09381103515625,16.515899658203125,15.918243408203125
16384,4,16,0,15.291191101074219,15.7542724609375,15.669380187988281
16384,4,16,1,15.207069396972656,15.626514434814453,15.67782974243164
16384,4,32,0,15.056604385375977,18.749460220336914,16.69704818725586
16384,4,32,1,14.528732299804688,14.915590286254883,14.925727844238281
16384,8,8,0,14.631027221679688,16.158294677734375,16.261474609375
16384,8,8,1,14.976173400878906,15.876373291015625,15.374603271484375
16384,8,16,0,14.534191131591797,15.131633758544922,15.147018432617188
16384,8,16,1,15.199920654296875,15.811347961425781,15.642047882080078
16384,8,32,0,15.20738410949707,15.758434295654297,15.48409652709961
16384,8,32,1,15.200820922851562,15.71983528137207,15.618038177490234
32768,1,4,0,8.144660949707031,7.9309844970703125,7.802436828613281
32768,1,4,1,8.695724487304688,8.5438232421875,8.006553649902344
32768,1,8,0,7.407070159912109,7.906253814697266,7.608722686767578
32768,1,8,1,7.798961639404297,7.793941497802734,7.545989990234375
32768,1,16,0,7.23497200012207,7.430835723876953,7.471059799194336
32768,1,16,1,7.303981781005859,7.500560760498047,7.601301193237305
32768,2,4,0,7.9723968505859375,8.177642822265625,8.295562744140625
32768,2,4,1,8.307456970214844,8.193656921386719,7.8149871826171875
32768,2,8,0,7.78814697265625,7.684013366699219,7.606319427490234
32768,2,8,1,7.782234191894531,8.112396240234375,7.862369537353516
32768,2,16,0,7.592521667480469,7.718868255615234,7.696222305297852
32768,2,16,1,7.61309814453125,8.06292724609375,7.8563690185546875
32768,4,4,0,8.311065673828125,8.391006469726562,8.225120544433594
32768,4,4,1,7.818977355957031,8.212989807128906,8.107131958007812
32768,4,8,0,7.581790924072266,7.9143218994140625,7.824089050292969
32768,4,8,1,7.652736663818359,7.854362487792969,7.674320220947266
32768,4,16,0,7.430196762084961,7.672338485717773,7.619541168212891
32768,4,16,1,7.405763626098633,7.66071891784668,7.646387100219727
32768,8,4,0,8.280532836914062,8.674934387207031,8.6175537109375
32768,8,4,1,7.889732360839844,9.027748107910156,8.471282958984375
32768,8,8,0,7.699333190917969,8.107303619384766,8.119674682617188
32768,8,8,1,8.091819763183594,8.369754791259766,8.224197387695312
32768,8,16,0,7.360761642456055,7.935129165649414,7.768083572387695
32768,8,16,1,7.569957733154297,8.050765991210938,7.993721008300781
65536,1,32,0,3.7479233741760254,3.7988390922546387,3.792417049407959
65536,1,32,1,3.6729393005371094,3.8233704566955566,3.7852673530578613
65536,1,64,0,3.7988743782043457,3.862180709838867,3.798741102218628
65536,1,64,1,4.102441072463989,3.920438528060913,3.9031553268432617
65536,1,128,0,4.95127260684967,3.870904564857483,3.8303396701812744
65536,1,128,1,3.7219581604003906,3.8059380054473877,3.806227207183838
65536,2,32,0,3.7472643852233887,3.8947458267211914,3.8111629486083984
65536,2,32,1,3.815831184387207,3.8298230171203613,3.8211135864257812
65536,2,64,0,3.7170796394348145,3.8375930786132812,3.8601772785186768
65536,2,64,1,3.6752383708953857,3.8405869007110596,5.893875598907471
65536,2,128,0,3.643630623817444,3.813596248626709,3.8185917139053345
65536,2,128,1,3.9788659811019897,3.884121894836426,3.83870267868042
65536,3,32,0,3.8826985359191895,3.9606709480285645,3.8134303092956543
65536,3,32,1,3.717630386352539,3.898749351501465,3.848348617553711
65536,3,64,0,3.692173480987549,3.806875228881836,3.976269483566284
65536,3,64,1,3.684086561203003,3.838940143585205,3.8504297733306885
65536,3,128,0,3.729445457458496,3.8373576402664185,3.8350192308425903
65536,3,128,1,3.628321409225464,3.8363534212112427,3.8202990293502808
65536,4,32,0,3.642488956451416,3.8655033111572266,3.9341673851013184
65536,4,32,1,3.818547248840332,3.9792065620422363,3.988460063934326
65536,4,64,0,3.7732667922973633,4.0412211418151855,3.9495110511779785
65536,4,64,1,3.7522690296173096,3.8930602073669434,3.868431568145752
65536,4,128,0,5.025656819343567,4.144813060760498,3.9452325105667114
65536,4,128,1,3.714155435562134,3.8736075162887573,3.8671939373016357
65536,6,32,0,3.6661672592163086,3.96321439743042,3.937236785888672
65536,6,32,1,3.7436318397521973,4.053072929382324,4.065847873687744
65536,6,64,0,3.6937174797058105,4.029998302459717,3.942797899246216
65536,6,64,1,3.735067129135132,4.090351343154907,4.006247282028198
65536,6,128,0,3.605278491973877,3.9071537256240845,3.8895760774612427
65536,6,128,1,3.716559410095215,3.9791494607925415,3.9484111070632935
65536,8,32,0,3.755478858947754,4.106151580810547,4.067981243133545
65536,8,32,1,3.717275619506836,4.093754768371582,4.150904178619385
65536,8,64,0,3.6614484786987305,4.052065372467041,4.02463436126709
65536,8,64,1,3.6351964473724365,4.100037336349487,3.9850387573242188
65536,8,128,0,3.612086296081543,3.986323118209839,3.9535003900527954
65536,8,128,1,3.667510747909546,5.144007325172424,4.096667408943176
65536,16,32,0,3.77919340133667,4.164726734161377,4.209557056427002
65536,16,32,1,3.6689047813415527,4.052254676818848,4.183975696563721
65536,16,64,0,3.702929973602295,4.015415191650391,4.186301946640015
65536,16,64,1,3.7017757892608643,4.017849445343018,4.168706178665161
65536,16,128,0,3.7485755681991577,4.021989464759827,4.172928094863892
65536,16,128,1,3.6795475482940674,4.050299644470215,4.198005676269531
65536,32,32,0,3.6713476181030273,4.598443031311035,4.229977130889893
65536,32,32,1,3.7273340225219727,4.320509910583496,4.199852466583252
65536,32,64,0,3.659313678741455,4.583738327026367,4.239835262298584
65536,32,64,1,3.6589341163635254,6.8972625732421875,5.470223903656006
65536,32,128,0,3.6253234148025513,4.560412168502808,4.445667862892151
65536,32,128,1,3.7086286544799805,4.214828610420227,4.163260459899902
65536,64,32,0,3.8016490936279297,9.072511196136475,7.16324520111084
65536,64,32,1,3.7181124687194824,8.533998966217041,6.754113674163818
65536,64,64,0,3.6177048683166504,8.868911266326904,7.03570294380188
65536,64,64,1,3.676072359085083,8.524691820144653,6.722738027572632
65536,64,128,0,3.6469991207122803,8.744112372398376,7.018819689750671
65536,64,128,1,3.657796859741211,8.375691294670105,6.634765028953552
131072,1,32,0,1.838521957397461,1.9065830707550049,1.9020187854766846
131072,1,32,1,1.9379894733428955,1.9763243198394775,1.9647061824798584
131072,1,64,0,1.8736193180084229,1.9233845472335815,1.8992582559585571
131072,1,64,1,1.8613358736038208,1.899346947669983,1.892541766166687
131072,1,128,0,1.8633283376693726,1.9149441123008728,1.9083685278892517
131072,1,128,1,1.8845683932304382,1.91575425863266,1.9137663841247559
131072,2,32,0,1.809297800064087,1.9262001514434814,1.9192287921905518
131072,2,32,1,1.8560523986816406,2.1580841541290283,2.311676502227783
131072,2,64,0,1.8865336179733276,1.9797614812850952,1.977091670036316
131072,2,64,1,1.9990403652191162,2.027127742767334,1.9912272691726685
131072,2,128,0,1.84528249502182,1.9444298148155212,1.9269536137580872
131072,2,128,1,1.816287338733673,1.933488667011261,1.9229539632797241
131072,3,32,0,1.8736162185668945,2.038424491882324,2.0141513347625732
131072,3,32,1,1.8675382137298584,1.9988160133361816,1.9809157848358154
131072,3,64,0,1.8472126722335815,1.9945180416107178,1.9821640253067017
131072,3,64,1,1.8678045272827148,2.023012161254883,1.9894890785217285
131072,3,128,0,1.8077111840248108,1.9587032198905945,1.9554436206817627
131072,3,128,1,1.838249146938324,1.9961547255516052,1.9897316098213196
131072,4,32,0,1.8703618049621582,2.0515804290771484,2.040687084197998
131072,4,32,1,1.8399107456207275,2.0125863552093506,2.0056326389312744
131072,4,64,0,1.8635481595993042,1.996869683265686,1.9840530157089233
131072,4,64,1,1.8239144086837769,1.9992055892944336,1.9861845970153809
131072,4,128,0,1.8077881336212158,2.003801643848419,1.9911869764328003
131072,4,128,1,1.851655662059784,2.022809863090515,2.0132866501808167
131072,6,32,0,1.845005750656128,2.064807653427124,2.060776948928833
131072,6,32,1,1.878854751586914,2.116288900375366,2.042828321456909
131072,6,64,0,1.8325592279434204,2.072197198867798,2.0531777143478394
131072,6,64,1,1.8735076189041138,2.0601238012313843,2.0478333234786987
131072,6,128,0,1.8611596822738647,2.0810881853103638,2.023778259754181
131072,6,128,1,1.9227216243743896,2.2700517177581787,2.0799195766448975
131072,8,32,0,1.8810234069824219,2.01220440864563,2.612761974334717
131072,8,32,1,1.8313844203948975,2.0405285358428955,2.1101558208465576
131072,8,64,0,1.8053052425384521,2.009150743484497,2.078270435333252
131072,8,64,1,1.8771260976791382,2.026652455329895,2.1616482734680176
131072,8,128,0,1.8042484521865845,1.9806838035583496,2.083807408809662
131072,8,128,1,1.8973309993743896,2.046163022518158,2.0845203399658203
131072,16,32,0,1.8544807434082031,2.3427932262420654,2.1409950256347656
131072,16,32,1,1.8509547710418701,2.1566712856292725,2.102687120437622
131072,16,64,0,1.8367491960525513,2.264081358909607,2.08364999294281
131072,16,64,1,1.855605959892273,2.1729819774627686,2.1356258392333984
131072,16,128,0,1.8019121289253235,2.2596479058265686,2.102173328399658
131072,16,128,1,1.832898199558258,2.0945476293563843,2.0775758624076843
131072,32,32,0,1.8185539245605469,4.43324089050293,3.536871910095215
131072,32,32,1,1.834153413772583,4.177401781082153,3.3416497707366943
131072,32,64,0,1.8259093761444092,4.349418520927429,3.4839706420898438
131072,32,64,1,1.843281626701355,4.186270117759705,3.3170095682144165
131072,32,128,0,1.8128541707992554,4.332352042198181,3.6404014229774475
131072,32,128,1,1.8398682475090027,4.130314946174622,3.295913875102997
131072,64,32,0,1.8419158458709717,8.639963388442993,6.885848522186279
131072,64,32,1,2.4949162006378174,8.731844663619995,6.70098876953125
131072,64,64,0,1.8220010995864868,8.630559802055359,7.281453371047974
131072,64,64,1,1.8368213176727295,8.293986916542053,6.696727275848389
131072,64,128,0,1.8042230010032654,8.725933134555817,6.942599773406982
131072,64,128,1,1.81197988986969,8.277867019176483,6.567415416240692
262144,1,32,0,0.9087060689926147,0.9759269952774048,0.9672213792800903
262144,1,32,1,1.1256152391433716,1.0581244230270386,1.0373238325119019
262144,1,64,0,0.929175853729248,0.9734250903129578,0.9686218500137329
262144,1,64,1,0.9478931427001953,1.0122163891792297,0.978741466999054
262144,1,128,0,0.9304783940315247,0.9722423553466797,0.96707883477211
262144,1,128,1,0.9291839301586151,0.9839648306369781,0.9809078574180603
262144,2,32,0,0.922524094581604,1.0075676441192627,1.0118533372879028
262144,2,32,1,0.9537062644958496,1.0358099937438965,1.0093705654144287
262144,2,64,0,0.9194884300231934,1.0129706859588623,1.0069279074668884
262144,2,64,1,1.014194667339325,1.0412384867668152,1.0367164611816406
262144,2,128,0,0.9075925350189209,0.9999812543392181,0.9982105493545532
262144,2,128,1,0.9211936593055725,1.086857795715332,1.018876552581787
