Size,Eval per Kernel,Repeat,Out of order,Dummy Time (ns),Compute Time (ns),Native Compute Time (ns)
2048,4,128,1,1.6687049865722656,1.9996833801269531,1.992645263671875
2048,4,256,0,1.6564350128173828,1.9723281860351562,1.9773712158203125
2048,4,256,1,1.669290542602539,1.9581432342529297,1.9922962188720703
2048,8,64,0,1.7276077270507812,2.108795166015625,2.0253982543945312
2048,8,64,1,1.77288818359375,2.153167724609375,2.0753173828125
2048,8,128,0,1.7171783447265625,2.110271453857422,1.994384765625
2048,8,128,1,1.6695938110351562,2.0202369689941406,1.970001220703125
2048,8,256,0,1.7102317810058594,2.1085758209228516,1.9713478088378906
2048,8,256,1,1.6837596893310547,2.048734664916992,1.9951133728027344
4096,1,32,0,0.8990707397460938,1.0855484008789062,1.043426513671875
4096,1,32,1,0.8943023681640625,1.0380706787109375,1.0341567993164062
4096,1,64,0,0.8679733276367188,1.0412330627441406,1.0272216796875
4096,1,64,1,0.8402786254882812,1.02618408203125,0.9956741333007812
4096,1,128,0,0.8476219177246094,0.9997615814208984,0.9998531341552734
4096,1,128,1,0.8574905395507812,0.9993629455566406,0.9937858581542969
4096,2,32,0,0.9140701293945312,1.0508575439453125,1.0443267822265625
4096,2,32,1,0.8912277221679688,1.063812255859375,1.0385971069335938
4096,2,64,0,0.8567123413085938,1.0071487426757812,0.9994239807128906
4096,2,64,1,0.8676414489746094,1.0285263061523438,1.004669189453125
4096,2,128,0,0.8483772277832031,0.9897384643554688,0.9865894317626953
4096,2,128,1,0.8392448425292969,0.9898529052734375,0.9837989807128906
4096,4,32,0,0.885833740234375,1.060882568359375,1.02734375
4096,4,32,1,0.8995819091796875,1.0755538940429688,1.049072265625
4096,4,64,0,0.8607940673828125,1.0156211853027344,0.9990768432617188
4096,4,64,1,0.8607864379882812,1.0266265869140625,1.0097465515136719
4096,4,128,0,0.8376655578613281,0.9992294311523438,1.0059490203857422
4096,4,128,1,0.8353862762451172,0.997100830078125,0.9887809753417969
4096,8,32,0,0.9041519165039062,1.0933303833007812,1.0506591796875
4096,8,32,1,1.1364593505859375,1.285369873046875,1.1304473876953125
4096,8,64,0,0.8817138671875,1.0641288757324219,1.0203971862792969
4096,8,64,1,0.8584938049316406,1.056365966796875,1.0092887878417969
4096,8,128,0,0.8551425933837891,1.0496501922607422,1.013845443725586
4096,8,128,1,0.8411884307861328,1.063516616821289,0.993072509765625
8192,1,16,0,0.5026397705078125,0.5697250366210938,0.5594940185546875
8192,1,16,1,0.4926605224609375,0.5565643310546875,0.5373611450195312
8192,1,32,0,0.45011138916015625,0.5284080505371094,0.5156745910644531
8192,1,32,1,0.4547386169433594,0.5301971435546875,0.5201988220214844
8192,1,64,0,0.43668556213378906,0.5073528289794922,0.5026874542236328
8192,1,64,1,0.43381690979003906,0.5117149353027344,0.5012569427490234
8192,2,16,0,0.502471923828125,0.5645370483398438,0.5469970703125
8192,2,16,1,0.484130859375,0.5552825927734375,0.546539306640625
8192,2,32,0,0.44324493408203125,0.5273590087890625,0.5117073059082031
8192,2,32,1,0.448577880859375,0.5293617248535156,0.5238418579101562
8192,2,64,0,0.4331340789794922,0.5099143981933594,0.5024986267089844
8192,2,64,1,0.428466796875,0.5029983520507812,0.5084800720214844
8192,4,16,0,0.487030029296875,0.5695343017578125,0.5513381958007812
8192,4,16,1,0.4841766357421875,0.5695877075195312,0.5386428833007812
8192,4,32,0,0.4523200988769531,0.5417327880859375,0.5247535705566406
8192,4,32,1,0.44824981689453125,0.5472564697265625,0.5316238403320312
8192,4,64,0,0.42928314208984375,0.5133152008056641,0.5066127777099609
8192,4,64,1,0.43735694885253906,0.5201644897460938,0.512908935546875
8192,8,16,0,0.48624420166015625,0.686920166015625,0.5623092651367188
8192,8,16,1,0.47344207763671875,0.6653671264648438,0.5492095947265625
8192,8,32,0,0.5493888854980469,0.6355552673339844,0.6093063354492188
8192,8,32,1,0.4556770324707031,0.6327056884765625,0.5309524536132812
8192,8,64,0,0.4339447021484375,0.6066246032714844,0.5132846832275391
8192,8,64,1,0.43543434143066406,0.6152915954589844,0.5155220031738281
16384,1,8,0,0.28204345703125,0.30474090576171875,0.28916168212890625
16384,1,8,1,0.2953033447265625,0.3012847900390625,0.30072784423828125
16384,1,16,0,0.24552536010742188,0.2804756164550781,0.281036376953125
16384,1,16,1,0.24673080444335938,0.27399444580078125,0.2757759094238281
16384,1,32,0,0.22231483459472656,0.26376914978027344,0.26113319396972656
16384,1,32,1,0.22686767578125,0.2633705139160156,0.2604808807373047
16384,2,8,0,0.2758941650390625,0.3143463134765625,0.3016204833984375
16384,2,8,1,0.273406982421875,0.310028076171875,0.305999755859375
16384,2,16,0,0.24666595458984375,0.2851104736328125,0.2779998779296875
16384,2,16,1,0.2462005615234375,0.27783203125,0.26763153076171875
16384,2,32,0,0.22719764709472656,0.26825523376464844,0.26590919494628906
16384,2,32,1,0.22780990600585938,0.26583099365234375,0.25926971435546875
16384,4,8,0,0.36333465576171875,0.3861236572265625,0.3374176025390625
16384,4,8,1,0.27657318115234375,0.3419189453125,0.30043792724609375
16384,4,16,0,0.24503707885742188,0.332244873046875,0.27747344970703125
16384,4,16,1,0.24324417114257812,0.3326606750488281,0.2772064208984375
16384,4,32,0,0.22785377502441406,0.3187980651855469,0.259979248046875
16384,4,32,1,0.2246246337890625,0.3129138946533203,0.2643318176269531
16384,8,8,0,0.27373504638671875,0.41595458984375,0.29280853271484375
16384,8,8,1,0.2708740234375,0.41597747802734375,0.29559326171875
16384,8,16,0,0.24009323120117188,0.3937721252441406,0.2738227844238281
16384,8,16,1,0.23965835571289062,0.3968544006347656,0.27523040771484375
16384,8,32,0,0.22856903076171875,0.3811969757080078,0.26453208923339844
16384,8,32,1,0.22838401794433594,0.381256103515625,0.272369384765625
32768,1,4,0,0.1724853515625,0.1903076171875,0.1789703369140625
32768,1,4,1,0.164642333984375,0.18824005126953125,0.17929840087890625
32768,1,8,0,0.1403656005859375,0.16450881958007812,0.15143966674804688
32768,1,8,1,0.14322280883789062,0.16498565673828125,0.15479660034179688
32768,1,16,0,0.12157630920410156,0.14288330078125,0.1385631561279297
32768,1,16,1,0.11894798278808594,0.14055824279785156,0.13566970825195312
32768,2,4,0,0.17610931396484375,0.21041107177734375,0.18647003173828125
32768,2,4,1,0.16764068603515625,0.20684051513671875,0.18209075927734375
32768,2,8,0,0.13576126098632812,0.18339920043945312,0.15957260131835938
32768,2,8,1,0.143157958984375,0.1804656982421875,0.1624755859375
32768,2,16,0,0.12078857421875,0.1698017120361328,0.14373397827148438
32768,2,16,1,0.12250709533691406,0.1704845428466797,0.14045143127441406
32768,4,4,0,0.16805267333984375,0.23833465576171875,0.1921234130859375
32768,4,4,1,0.16724395751953125,0.23467254638671875,0.18891143798828125
32768,4,8,0,0.17663955688476562,0.2091827392578125,0.17258834838867188
32768,4,8,1,0.13893508911132812,0.20798110961914062,0.16403961181640625
32768,4,16,0,0.12160873413085938,0.19827842712402344,0.1426067352294922
32768,4,16,1,0.12196922302246094,0.19734573364257812,0.14788818359375
32768,8,4,0,0.1708831787109375,0.3127899169921875,0.19519805908203125
32768,8,4,1,0.1654815673828125,0.30816650390625,0.1978607177734375
32768,8,8,0,0.13948440551757812,0.2729225158691406,0.17188262939453125
32768,8,8,1,0.14083099365234375,0.27996826171875,0.16720199584960938
32768,8,16,0,0.1213226318359375,0.26160240173339844,0.15623855590820312
32768,8,16,1,0.123504638671875,0.26412010192871094,0.16425132751464844
65536,1,32,0,0.060964107513427734,0.0858454704284668,0.07949542999267578
65536,1,32,1,0.059380531311035156,0.08689498901367188,0.07985544204711914
65536,1,64,0,0.059343814849853516,0.08320903778076172,0.07959938049316406
65536,1,64,1,0.059534311294555664,0.08397746086120605,0.07813882827758789
65536,1,128,0,0.0546269416809082,0.06322360038757324,0.06274521350860596
65536,1,128,1,0.052613019943237305,0.0628361701965332,0.06197547912597656
65536,2,32,0,0.05979108810424805,0.10274791717529297,0.08476114273071289
65536,2,32,1,0.0608668327331543,0.10078573226928711,0.08465719223022461
65536,2,64,0,0.058815956115722656,0.09903979301452637,0.08248782157897949
65536,2,64,1,0.058435678482055664,0.09886336326599121,0.08227396011352539
65536,2,128,0,0.05814194679260254,0.09751653671264648,0.08085966110229492
65536,2,128,1,0.058548688888549805,0.0978320837020874,0.0806114673614502
65536,3,32,0,0.06194591522216797,0.11413049697875977,0.08449029922485352
65536,3,32,1,0.06202983856201172,0.11433124542236328,0.08397722244262695
65536,3,64,0,0.06037402153015137,0.11197471618652344,0.08273005485534668
65536,3,64,1,0.05966830253601074,0.1124277114868164,0.08270001411437988
65536,3,128,0,0.05924832820892334,0.11176919937133789,0.08188199996948242
65536,3,128,1,0.05768477916717529,0.11166560649871826,0.08109962940216064
65536,4,32,0,0.060596466064453125,0.13036060333251953,0.08865976333618164
65536,4,32,1,0.0678410530090332,0.13180971145629883,0.08780193328857422
65536,4,64,0,0.059799909591674805,0.1285083293914795,0.08450722694396973
65536,4,64,1,0.05949139595031738,0.12836980819702148,0.08638811111450195
65536,4,128,0,0.06937694549560547,0.12809514999389648,0.08529031276702881
65536,4,128,1,0.05804860591888428,0.12752747535705566,0.08489072322845459
65536,6,32,0,0.06125354766845703,0.1597437858581543,0.09422492980957031
65536,6,32,1,0.061258792877197266,0.15965986251831055,0.09422016143798828
65536,6,64,0,0.06039237976074219,0.15816736221313477,0.09378695487976074
65536,6,64,1,0.06036257743835449,0.15955424308776855,0.0942695140838623
65536,6,128,0,0.05832862854003906,0.15736722946166992,0.09265172481536865
65536,6,128,1,0.0587308406829834,0.1588289737701416,0.09382152557373047
65536,8,32,0,0.06213569641113281,0.1917262077331543,0.09567975997924805
65536,8,32,1,0.06076812744140625,0.19210386276245117,0.0944056510925293
65536,8,64,0,0.05894875526428223,0.19075870513916016,0.09321236610412598
65536,8,64,1,0.059036970138549805,0.19002008438110352,0.09262824058532715
65536,8,128,0,0.05824911594390869,0.18992900848388672,0.09222102165222168
65536,8,128,1,0.058182597160339355,0.1892101764678955,0.09255492687225342
65536,16,32,0,0.060923099517822266,0.31679630279541016,0.11163520812988281
65536,16,32,1,0.05854940414428711,0.3164834976196289,0.11276054382324219
65536,16,64,0,0.058431148529052734,0.31517696380615234,0.11056756973266602
65536,16,64,1,0.059331655502319336,0.3149540424346924,0.11022734642028809
65536,16,128,0,0.059104084968566895,0.31487786769866943,0.11025094985961914
65536,16,128,1,0.058255910873413086,0.3151775598526001,0.1114351749420166
65536,32,32,0,0.06050252914428711,0.5660123825073242,0.15871715545654297
65536,32,32,1,0.06053972244262695,0.5650830268859863,0.1577439308166504
65536,32,64,0,0.05876493453979492,0.5654959678649902,0.15599298477172852
65536,32,64,1,0.057007789611816406,0.5648767948150635,0.1556708812713623
65536,32,128,0,0.058202147483825684,0.5634860992431641,0.15569305419921875
65536,32,128,1,0.058333396911621094,0.5625386238098145,0.1557673215866089
65536,64,32,0,0.06217002868652344,1.065415382385254,0.2541990280151367
65536,64,32,1,0.06234455108642578,1.0646934509277344,0.2537245750427246
65536,64,64,0,0.05899310111999512,1.0648300647735596,0.2527744770050049
65536,64,64,1,0.05847573280334473,1.0619573593139648,0.252988338470459
65536,64,128,0,0.05784273147583008,1.063055396080017,0.2515629529953003
65536,64,128,1,0.05786240100860596,1.0628268718719482,0.25206315517425537
131072,1,32,0,0.03386735916137695,0.05659818649291992,0.05202174186706543
131072,1,32,1,0.0350492000579834,0.057028770446777344,0.05217742919921875
131072,1,64,0,0.03391432762145996,0.05575573444366455,0.05171370506286621
131072,1,64,1,0.034163832664489746,0.05519211292266846,0.0511399507522583
131072,1,128,0,0.027411043643951416,0.04163771867752075,0.0390438437461853
131072,1,128,1,0.02617192268371582,0.04119592905044556,0.038834571838378906
131072,2,32,0,0.03535628318786621,0.07043671607971191,0.05430293083190918
131072,2,32,1,0.03534650802612305,0.0694742202758789,0.05373430252075195
131072,2,64,0,0.03423333168029785,0.06934094429016113,0.054012417793273926
131072,2,64,1,0.033573031425476074,0.06946361064910889,0.0550534725189209
131072,2,128,0,0.033412039279937744,0.06873100996017456,0.05331689119338989
131072,2,128,1,0.03374886512756348,0.0690305233001709,0.05344647169113159
131072,3,32,0,0.03480362892150879,0.08397388458251953,0.05426359176635742
131072,3,32,1,0.035393476486206055,0.08383750915527344,0.05406355857849121
131072,3,64,0,0.033593177795410156,0.08324646949768066,0.053492069244384766
131072,3,64,1,0.03323006629943848,0.08306288719177246,0.05365264415740967
131072,3,128,0,0.037574589252471924,0.08313333988189697,0.05383342504501343
131072,3,128,1,0.033538818359375,0.08254259824752808,0.05349862575531006
131072,4,32,0,0.03524494171142578,0.09803652763366699,0.05825400352478027
131072,4,32,1,0.035379886627197266,0.09819316864013672,0.05751967430114746
131072,4,64,0,0.034404873847961426,0.09769177436828613,0.05711221694946289
131072,4,64,1,0.03491818904876709,0.09811675548553467,0.056845664978027344
131072,4,128,0,0.033437907695770264,0.09742283821105957,0.05705791711807251
131072,4,128,1,0.03373849391937256,0.09742552042007446,0.05759364366531372
131072,6,32,0,0.03562450408935547,0.12935590744018555,0.06575417518615723
131072,6,32,1,0.034174203872680664,0.12921905517578125,0.06542778015136719
131072,6,64,0,0.03419291973114014,0.12882626056671143,0.06465184688568115
131072,6,64,1,0.03410482406616211,0.12880945205688477,0.06473398208618164
131072,6,128,0,0.03323400020599365,0.12819159030914307,0.06435739994049072
131072,6,128,1,0.033266663551330566,0.1281314492225647,0.06429105997085571
131072,8,32,0,0.03464102745056152,0.15984296798706055,0.06537079811096191
131072,8,32,1,0.03527951240539551,0.15961074829101562,0.06508231163024902
131072,8,64,0,0.03437387943267822,0.15864992141723633,0.06520330905914307
131072,8,64,1,0.03381919860839844,0.15851044654846191,0.0649714469909668
131072,8,128,0,0.0335119366645813,0.15799808502197266,0.06396520137786865
131072,8,128,1,0.03295069932937622,0.15810495615005493,0.06422650814056396
131072,16,32,0,0.03537631034851074,0.2809915542602539,0.08206915855407715
131072,16,32,1,0.03490710258483887,0.2813570499420166,0.08273506164550781
131072,16,64,0,0.03379523754119873,0.280728816986084,0.08148705959320068
131072,16,64,1,0.03737461566925049,0.28100287914276123,0.08178722858428955
131072,16,128,0,0.03314143419265747,0.2798270583152771,0.08107519149780273
131072,16,128,1,0.033588290214538574,0.28049570322036743,0.08201813697814941
131072,32,32,0,0.0345914363861084,0.5250053405761719,0.12611055374145508
131072,32,32,1,0.03533291816711426,0.525270938873291,0.12570953369140625
131072,32,64,0,0.033609747886657715,0.5242347717285156,0.12499594688415527
131072,32,64,1,0.03415560722351074,0.5240377187728882,0.12551510334014893
131072,32,128,0,0.033811867237091064,0.5255287289619446,0.12522733211517334
131072,32,128,1,0.03358054161071777,0.5249693393707275,0.12491035461425781
131072,64,32,0,0.03467369079589844,1.013700246810913,0.22014164924621582
131072,64,32,1,0.03554105758666992,1.0154321193695068,0.22010183334350586
131072,64,64,0,0.03388988971710205,1.0119963884353638,0.21937716007232666
131072,64,64,1,0.03365600109100342,1.0119259357452393,0.2193835973739624
131072,64,128,0,0.03354537487030029,1.0122329592704773,0.219085693359375
131072,64,128,1,0.03319746255874634,1.0128620862960815,0.21880841255187988
262144,1,32,0,0.0227128267288208,0.04203295707702637,0.037981510162353516
262144,1,32,1,0.02309238910675049,0.04223370552062988,0.037589192390441895
262144,1,64,0,0.02230072021484375,0.0417441725730896,0.03753042221069336
262144,1,64,1,0.022360503673553467,0.04178518056869507,0.03748941421508789
262144,1,128,0,0.022069156169891357,0.0414634644985199,0.0375857949256897
262144,1,128,1,0.02193334698677063,0.04173499345779419,0.037625283002853394
