Size (B),Block Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss,Pipe RW,Pipe Stall,Pipe Sync
33554432,1048576,0.328455,0.501983,0.972544,0.13826,0.070344,3.99155e-6,1.91208e-6,1.40307e-5
33554432,2097152,0.333204,0.500286,0.973518,0.138664,0.082161,2.03339e-6,2.30308e-7,9.09087e-7
33554432,4194304,0.334785,0.500197,0.961902,0.137776,0.080425,1.08579e-6,2.24352e-7,7.31884e-7
33554432,8388608,0.336827,0.500181,0.963481,0.137732,0.0813409,6.30408e-7,2.33316e-7,6.9692e-7
67108864,1048576,0.371885,0.501819,1.08717,0.137323,0.0930252,3.89227e-6,1.19238e-6,1.13726e-5
67108864,2097152,0.382058,0.50208,1.03742,0.13552,0.0861229,2.01843e-6,1.65725e-6,1.43737e-5
67108864,4194304,0.385339,0.501041,1.03396,0.135489,0.0921987,1.07151e-6,9.32506e-7,6.65661e-6
67108864,8388608,0.386192,0.500335,1.03524,0.135474,0.0987821,5.74199e-7,3.23247e-7,1.6369e-6
67108864,16777216,0.387551,0.500619,1.0424,0.135575,0.099589,3.57337e-7,2.36304e-7,1.85386e-6
134217728,2097152,0.402475,0.502597,1.07775,0.134995,0.0901524,1.96451e-6,1.75692e-6,1.6798e-5
134217728,4194304,0.406446,0.501341,1.08111,0.134983,0.0997452,1.01006e-6,8.54353e-7,8.15443e-6
134217728,8388608,0.409725,0.501053,1.09394,0.135061,0.10368,5.3586e-7,4.68805e-7,5.32656e-6
134217728,16777216,0.406468,0.500815,1.08595,0.135157,0.105889,2.97208e-7,2.32035e-7,2.98632e-6
134217728,33554432,0.406553,0.50075,1.09019,0.135186,0.106773,1.78562e-7,1.18491e-7,1.87772e-6
268435456,4194304,0.410485,0.501565,1.0916,0.134914,0.101281,9.82778e-7,9.14248e-7,9.07098e-6
268435456,8388608,0.416259,0.500992,1.10674,0.134767,0.106692,5.04292e-7,4.03398e-7,4.52499e-6
268435456,16777216,0.415121,0.500663,1.10274,0.134647,0.108811,2.63312e-7,1.66416e-7,2.24713e-6
268435456,33554432,0.41542,0.500819,1.09989,0.134978,0.108767,1.48721e-7,1.17308e-7,1.99458e-6
268435456,67108864,0.413371,0.500752,1.10009,0.135019,0.10924,8.92711e-8,5.93136e-8,1.15891e-6
