Size (B),Block Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss,Pipe RW,Pipe Stall,Pipe Sync
33554432,8388608,0.336624,0.751146,0.964417,0.098569,0.0493714,5.96415e-7,2.86653e-7,4.40426e-6
67108864,1048576,0.371728,0.754072,1.0891,0.0975792,0.0467496,3.87426e-6,2.50479e-6,2.76941e-5
67108864,2097152,0.381697,0.750278,1.03832,0.0944899,0.0627079,1.96695e-6,1.76505e-7,1.57677e-6
67108864,4194304,0.385133,0.750072,1.03528,0.093698,0.0629183,1.01326e-6,7.37297e-10,1.74817e-8
67108864,8388608,0.385899,0.750084,1.03648,0.0931677,0.0625423,5.36422e-7,4.52079e-9,7.5961e-8
67108864,16777216,0.387205,0.75002,1.04328,0.0930933,0.0630577,2.9942e-7,4.65661e-10,6.53866e-9
134217728,2097152,0.402283,0.750163,1.08022,0.0934352,0.0675706,1.93713e-6,3.18396e-8,2.96646e-7
134217728,4194304,0.406263,0.750098,1.08388,0.0922533,0.0671701,9.83457e-7,2.23517e-8,1.78542e-7
134217728,8388608,0.409598,0.750056,1.09703,0.0916941,0.0672619,5.0662e-7,1.74623e-10,5.64614e-9
134217728,16777216,0.406206,0.750036,1.08854,0.0916841,0.067155,2.68201e-7,5.82077e-11,2.13428e-9
134217728,33554432,0.406436,0.750039,1.093,0.0915962,0.0671218,1.4907e-7,7.76102e-11,2.79397e-9
268435456,4194304,0.410528,0.750126,1.09706,0.0921314,0.0685354,9.68517e-7,9.31323e-10,2.75904e-8
268435456,8388608,0.416049,0.750109,1.11183,0.0915194,0.068525,4.91719e-7,1.04774e-9,2.64651e-8
268435456,16777216,0.414957,0.750393,1.10843,0.0915714,0.0681524,2.533e-7,1.03804e-8,2.4618e-7
268435456,33554432,0.415455,0.750088,1.10579,0.0911583,0.0684952,1.34091e-7,1.35818e-10,5.21929e-9
268435456,67108864,0.413352,0.750091,1.10583,0.0911889,0.0684669,7.45446e-8,7.76102e-11,3.22082e-9
