Size,Repeat,Workers,Buffer Ring,Do Wait,Complete CB,Unmap,Time (ns)
1024,512,7,4,0,0,0,132.99527549743652
1024,512,7,4,0,0,0,133.32750129699707
1024,512,7,4,0,0,0,133.34333038330078
1024,512,7,4,0,0,0,133.4627285003662
1024,512,7,4,0,0,0,133.97111701965332
1024,512,7,4,0,0,0,134.82016372680664
1024,512,7,4,0,0,0,134.86067390441895
1024,512,7,4,0,0,0,135.96536254882812
1024,512,7,4,0,0,0,136.3421401977539
1024,512,7,4,0,0,0,137.8146514892578
1024,512,7,4,0,0,0,138.0757236480713
1024,512,7,4,0,0,0,139.49264335632324
1024,512,7,4,0,0,0,142.16589546203613
1024,512,7,4,0,0,0,153.07941055297852
1024,512,7,4,0,0,0,171.35842514038086
1024,512,7,4,0,1,0,129.30470657348633
1024,512,7,4,0,1,0,131.95598220825195
1024,512,7,4,0,1,0,133.35826683044434
1024,512,7,4,0,1,0,133.579008102417
1024,512,7,4,0,1,0,133.99697875976562
1024,512,7,4,0,1,0,134.00757217407227
1024,512,7,4,0,1,0,134.14754676818848
1024,512,7,4,0,1,0,134.37904167175293
1024,512,7,4,0,1,0,134.4300022125244
1024,512,7,4,0,1,0,134.54394340515137
1024,512,7,4,0,1,0,134.8859977722168
1024,512,7,4,0,1,0,138.24467277526855
1024,512,7,4,0,1,0,138.9679470062256
1024,512,7,4,0,1,0,139.9614486694336
1024,512,7,4,0,1,0,145.1749153137207
1024,512,7,4,0,1,0,161.3362045288086
1024,512,7,4,0,1,0,163.48472595214844
1024,512,7,4,0,1,0,174.87453842163086
1024,512,7,4,0,1,0,176.39993286132812
1024,512,7,4,0,1,0,180.00000190734863
1024,512,7,4,1,0,0,130.84775924682617
1024,512,7,4,1,0,0,133.0403823852539
1024,512,7,4,1,0,0,135.91443824768066
1024,512,7,4,1,0,0,136.23026847839355
1024,512,7,4,1,0,0,136.7537384033203
1024,512,7,4,1,0,0,137.1170253753662
1024,512,7,4,1,0,0,137.27959632873535
1024,512,7,4,1,0,0,137.65184020996094
1024,512,7,4,1,0,0,138.25433349609375
1024,512,7,4,1,0,0,138.62250137329102
1024,512,7,4,1,0,0,139.06796646118164
1024,512,7,4,1,0,0,140.70623207092285
1024,512,7,4,1,0,0,141.03314781188965
1024,512,7,4,1,0,0,142.2561264038086
1024,512,7,4,1,0,0,144.5140838623047
1024,512,7,4,1,0,0,145.48573684692383
1024,512,7,4,1,0,0,145.60581588745117
1024,512,7,4,1,0,0,180.12752723693848
1024,512,7,4,1,0,0,180.43379402160645
1024,512,7,4,1,0,0,203.49161911010742
1024,512,7,4,1,1,0,131.52623176574707
1024,512,7,4,1,1,0,135.12979125976562
1024,512,7,4,1,1,0,135.8996181488037
1024,512,7,4,1,1,0,136.6814365386963
1024,512,7,4,1,1,0,137.08157539367676
1024,512,7,4,1,1,0,137.21766662597656
1024,512,7,4,1,1,0,137.57340240478516
1024,512,7,4,1,1,0,138.42080307006836
1024,512,7,4,1,1,0,138.7788848876953
1024,512,7,4,1,1,0,138.79148864746094
1024,512,7,4,1,1,0,139.5766372680664
1024,512,7,4,1,1,0,139.8580265045166
1024,512,7,4,1,1,0,140.4798069000244
1024,512,7,4,1,1,0,140.89117431640625
1024,512,7,4,1,1,0,143.08266830444336
1024,512,7,4,1,1,0,146.72991561889648
1024,512,7,4,1,1,0,147.99320220947266
1024,512,7,4,1,1,0,150.87192153930664
1024,512,7,4,1,1,0,177.5571346282959
1024,512,7,4,1,1,0,215.4356689453125
2048,256,28,4,0,0,0,207.94659233093262
2048,256,28,4,0,0,0,230.7898349761963
2048,256,28,4,0,0,0,237.88911819458008
2048,256,28,4,0,0,0,264.87070655822754
2048,256,28,4,0,0,0,266.6685543060303
2048,256,28,4,0,0,0,268.83400535583496
2048,256,28,4,0,0,0,268.9786720275879
2048,256,28,4,0,0,0,269.0232753753662
2048,256,28,4,0,0,0,269.7539405822754
2048,256,28,4,0,0,0,270.74296951293945
2048,256,28,4,0,0,0,282.1942024230957
2048,256,28,4,0,0,0,282.8066940307617
2048,256,28,4,0,0,0,286.3810348510742
2048,256,28,4,0,0,0,287.6561222076416
2048,256,28,4,0,0,0,303.1803741455078
2048,256,28,4,0,0,0,306.48076248168945
2048,256,28,4,0,0,0,325.349084854126
2048,256,28,4,0,0,0,327.406925201416
2048,256,28,4,0,0,0,327.6826457977295
2048,256,28,4,0,0,0,339.72468757629395
2048,256,28,4,0,1,0,204.35497283935547
2048,256,28,4,0,1,0,210.00494956970215
2048,256,28,4,0,1,0,265.78304862976074
2048,256,28,4,0,1,0,265.9732666015625
2048,256,28,4,0,1,0,266.23132133483887
2048,256,28,4,0,1,0,268.41131019592285
2048,256,28,4,0,1,0,268.71561431884766
2048,256,28,4,0,1,0,271.7304573059082
2048,256,28,4,0,1,0,273.24267959594727
2048,256,28,4,0,1,0,273.8228645324707
2048,256,28,4,0,1,0,274.55822372436523
2048,256,28,4,0,1,0,283.0464916229248
2048,256,28,4,0,1,0,284.39056396484375
2048,256,28,4,0,1,0,304.43123626708984
2048,256,28,4,0,1,0,310.373291015625
2048,256,28,4,0,1,0,312.900333404541
2048,256,28,4,0,1,0,321.5343894958496
2048,256,28,4,0,1,0,323.31276512145996
2048,256,28,4,0,1,0,330.18908309936523
2048,256,28,4,0,1,0,338.4474754333496
2048,256,28,4,1,0,0,210.98687744140625
2048,256,28,4,1,0,0,214.9203815460205
2048,256,28,4,1,0,0,224.3767547607422
2048,256,28,4,1,0,0,225.8231658935547
2048,256,28,4,1,0,0,237.55054473876953
2048,256,28,4,1,0,0,239.80884170532227
2048,256,28,4,1,0,0,240.1111888885498
2048,256,28,4,1,0,0,244.16636276245117
2048,256,28,4,1,0,0,247.00140190124512
2048,256,28,4,1,0,0,247.62185096740723
2048,256,28,4,1,0,0,248.81605339050293
2048,256,28,4,1,0,0,248.96290016174316
2048,256,28,4,1,0,0,258.32468032836914
2048,256,28,4,1,0,0,260.1007080078125
2048,256,28,4,1,0,0,263.5582618713379
2048,256,28,4,1,0,0,271.5934200286865
2048,256,28,4,1,0,0,294.7349090576172
2048,256,28,4,1,0,0,297.58610916137695
2048,256,28,4,1,0,0,298.79894256591797
2048,256,28,4,1,0,0,305.3942165374756
2048,256,28,4,1,1,0,231.2387866973877
2048,256,28,4,1,1,0,232.94514656066895
2048,256,28,4,1,1,0,233.8374900817871
2048,256,28,4,1,1,0,237.40880393981934
2048,256,28,4,1,1,0,239.63785934448242
2048,256,28,4,1,1,0,241.1756706237793
2048,256,28,4,1,1,0,242.36759567260742
2048,256,28,4,1,1,0,242.87899017333984
2048,256,28,4,1,1,0,244.81579780578613
2048,256,28,4,1,1,0,245.4681396484375
2048,256,28,4,1,1,0,247.2103328704834
2048,256,28,4,1,1,0,249.95081520080566
2048,256,28,4,1,1,0,262.5175132751465
2048,256,28,4,1,1,0,263.78467178344727
2048,256,28,4,1,1,0,267.815034866333
2048,256,28,4,1,1,0,270.6318988800049
2048,256,28,4,1,1,0,277.10791206359863
2048,256,28,4,1,1,0,279.14112091064453
2048,256,28,4,1,1,0,286.81949043273926
2048,256,28,4,1,1,0,299.99206161499023
2048,512,7,4,0,0,0,64.48289012908936
2048,512,7,4,0,0,0,66.31912136077881
2048,512,7,4,0,0,0,66.59725666046143
2048,512,7,4,0,0,0,67.24864196777344
2048,512,7,4,0,0,0,67.41290187835693
2048,512,7,4,0,0,0,67.92217254638672
2048,512,7,4,0,0,0,67.94634246826172
2048,512,7,4,0,0,0,68.11752128601074
2048,512,7,4,0,0,0,68.60132598876953
2048,512,7,4,0,0,0,68.84920692443848
2048,512,7,4,0,0,0,69.1940393447876
2048,512,7,4,0,0,0,69.23866271972656
2048,512,7,4,0,0,0,69.48983573913574
2048,512,7,4,0,0,0,69.96595764160156
2048,512,7,4,0,0,0,70.25507640838623
2048,512,7,4,0,0,0,80.64841842651367
2048,512,7,4,0,0,0,83.9744873046875
2048,512,7,4,0,0,0,87.99302864074707
2048,512,7,4,0,0,0,90.9068603515625
2048,512,7,4,0,0,0,98.11993789672852
2048,512,7,4,0,1,0,62.931782722473145
2048,512,7,4,0,1,0,64.71099662780762
2048,512,7,4,0,1,0,66.40976333618164
2048,512,7,4,0,1,0,67.2465467453003
2048,512,7,4,0,1,0,67.78748321533203
2048,512,7,4,0,1,0,67.8665132522583
2048,512,7,4,0,1,0,67.86854839324951
2048,512,7,4,0,1,0,68.10192489624023
2048,512,7,4,0,1,0,68.20145320892334
2048,512,7,4,0,1,0,68.41860008239746
2048,512,7,4,0,1,0,68.64276885986328
2048,512,7,4,0,1,0,68.70610904693604
2048,512,7,4,0,1,0,69.29537296295166
2048,512,7,4,0,1,0,69.36316967010498
2048,512,7,4,0,1,0,69.36900997161865
2048,512,7,4,0,1,0,70.31780338287354
2048,512,7,4,0,1,0,71.98149681091309
2048,512,7,4,0,1,0,72.29143714904785
2048,512,7,4,0,1,0,83.02086734771729
2048,512,7,4,0,1,0,89.54531955718994
2048,512,7,4,1,0,0,64.24854183197021
2048,512,7,4,1,0,0,64.40109348297119
2048,512,7,4,1,0,0,67.01591396331787
2048,512,7,4,1,0,0,68.74916934967041
2048,512,7,4,1,0,0,68.76393699645996
2048,512,7,4,1,0,0,68.88134765625
2048,512,7,4,1,0,0,69.225172996521
2048,512,7,4,1,0,0,69.5948257446289
2048,512,7,4,1,0,0,70.13140773773193
2048,512,7,4,1,0,0,70.88549327850342
2048,512,7,4,1,0,0,71.5508165359497
2048,512,7,4,1,0,0,72.30403423309326
2048,512,7,4,1,0,0,72.98543930053711
2048,512,7,4,1,0,0,73.79091930389404
2048,512,7,4,1,0,0,74.7532730102539
2048,512,7,4,1,0,0,78.96169757843018
2048,512,7,4,1,0,0,79.1644983291626
2048,512,7,4,1,0,0,79.24409198760986
2048,512,7,4,1,0,0,91.18096828460693
2048,512,7,4,1,0,0,92.92410945892334
2048,512,7,4,1,1,0,64.4019250869751
2048,512,7,4,1,1,0,65.99690818786621
2048,512,7,4,1,1,0,66.48475456237793
2048,512,7,4,1,1,0,67.99601745605469
2048,512,7,4,1,1,0,68.4725112915039
2048,512,7,4,1,1,0,69.59389686584473
2048,512,7,4,1,1,0,69.62588787078857
2048,512,7,4,1,1,0,70.1088752746582
2048,512,7,4,1,1,0,70.15452766418457
2048,512,7,4,1,1,0,70.33942413330078
2048,512,7,4,1,1,0,70.53635311126709
2048,512,7,4,1,1,0,70.63131427764893
2048,512,7,4,1,1,0,70.7874231338501
2048,512,7,4,1,1,0,71.38954830169678
2048,512,7,4,1,1,0,71.41120719909668
2048,512,7,4,1,1,0,73.2520980834961
2048,512,7,4,1,1,0,78.60810470581055
2048,512,7,4,1,1,0,79.25516414642334
2048,512,7,4,1,1,0,82.2505750656128
2048,512,7,4,1,1,0,100.62283992767334
4096,256,28,4,0,0,0,114.85005569458008
4096,256,28,4,0,0,0,125.88148784637451
4096,256,28,4,0,0,0,129.7557544708252
4096,256,28,4,0,0,0,136.48826122283936
4096,256,28,4,0,0,0,138.08859634399414
4096,256,28,4,0,0,0,138.20309925079346
4096,256,28,4,0,0,0,138.27994537353516
4096,256,28,4,0,0,0,138.36863327026367
4096,256,28,4,0,0,0,139.17083168029785
4096,256,28,4,0,0,0,139.45293807983398
4096,256,28,4,0,0,0,141.08318519592285
4096,256,28,4,0,0,0,146.86901187896729
4096,256,28,4,0,0,0,149.79563236236572
4096,256,28,4,0,0,0,154.01933765411377
4096,256,28,4,0,0,0,154.15794467926025
4096,256,28,4,0,0,0,155.18186378479004
4096,256,28,4,0,0,0,156.39616012573242
4096,256,28,4,0,0,0,157.58325958251953
4096,256,28,4,0,0,0,168.55396175384521
4096,256,28,4,0,0,0,452.3324089050293
4096,256,28,4,0,1,0,107.02581596374512
4096,256,28,4,0,1,0,118.86520099639893
4096,256,28,4,0,1,0,135.67028522491455
4096,256,28,4,0,1,0,136.94366359710693
4096,256,28,4,0,1,0,137.66918849945068
4096,256,28,4,0,1,0,138.14157104492188
4096,256,28,4,0,1,0,138.69931602478027
4096,256,28,4,0,1,0,139.2386655807495
4096,256,28,4,0,1,0,139.35607147216797
4096,256,28,4,0,1,0,145.28850746154785
4096,256,28,4,0,1,0,146.9656000137329
4096,256,28,4,0,1,0,150.68780612945557
4096,256,28,4,0,1,0,153.65110969543457
4096,256,28,4,0,1,0,154.47698783874512
4096,256,28,4,0,1,0,155.1470537185669
4096,256,28,4,0,1,0,159.61940574645996
4096,256,28,4,0,1,0,160.93082809448242
4096,256,28,4,0,1,0,162.30470943450928
4096,256,28,4,0,1,0,168.93762969970703
4096,256,28,4,0,1,0,170.2004566192627
4096,256,28,4,1,0,0,110.58874130249023
4096,256,28,4,1,0,0,113.42104816436768
4096,256,28,4,1,0,0,120.26779651641846
4096,256,28,4,1,0,0,120.98412799835205
4096,256,28,4,1,0,0,121.24011611938477
4096,256,28,4,1,0,0,122.6155891418457
4096,256,28,4,1,0,0,122.66953086853027
4096,256,28,4,1,0,0,124.60879325866699
4096,256,28,4,1,0,0,124.83103466033936
4096,256,28,4,1,0,0,125.08946895599365
4096,256,28,4,1,0,0,125.12137413024902
4096,256,28,4,1,0,0,126.17481136322021
4096,256,28,4,1,0,0,128.29853916168213
4096,256,28,4,1,0,0,130.06036567687988
4096,256,28,4,1,0,0,136.7516279220581
4096,256,28,4,1,0,0,139.37521171569824
4096,256,28,4,1,0,0,151.81042194366455
4096,256,28,4,1,0,0,154.58428859710693
4096,256,28,4,1,0,0,155.45137119293213
4096,256,28,4,1,0,0,155.50691509246826
4096,256,28,4,1,1,0,108.34548282623291
4096,256,28,4,1,1,0,120.29880237579346
4096,256,28,4,1,1,0,120.82331085205078
4096,256,28,4,1,1,0,123.60066795349121
4096,256,28,4,1,1,0,124.17995738983154
4096,256,28,4,1,1,0,124.48783493041992
4096,256,28,4,1,1,0,124.96553611755371
4096,256,28,4,1,1,0,125.54790496826172
4096,256,28,4,1,1,0,125.580153465271
4096,256,28,4,1,1,0,127.32282638549805
4096,256,28,4,1,1,0,129.69739437103271
4096,256,28,4,1,1,0,130.70894527435303
4096,256,28,4,1,1,0,131.8538064956665
4096,256,28,4,1,1,0,133.13897323608398
4096,256,28,4,1,1,0,137.08567428588867
4096,256,28,4,1,1,0,138.02427291870117
4096,256,28,4,1,1,0,138.50055122375488
4096,256,28,4,1,1,0,139.4021978378296
4096,256,28,4,1,1,0,143.22327995300293
4096,256,28,4,1,1,0,152.56983947753906
4096,512,7,4,0,0,0,34.467607498168945
4096,512,7,4,0,0,0,34.528565883636475
4096,512,7,4,0,0,0,34.54679870605469
4096,512,7,4,0,0,0,34.55531072616577
4096,512,7,4,0,0,0,34.68454933166504
4096,512,7,4,0,0,0,34.724342346191406
4096,512,7,4,0,0,0,34.72454786300659
4096,512,7,4,0,0,0,34.80416440963745
4096,512,7,4,0,0,0,34.82358646392822
4096,512,7,4,0,0,0,35.09057092666626
4096,512,7,4,0,0,0,35.272746562957764
4096,512,7,4,0,0,0,35.3222393989563
4096,512,7,4,0,0,0,35.50989580154419
4096,512,7,4,0,0,0,35.83435392379761
4096,512,7,4,0,0,0,35.98218870162964
4096,512,7,4,0,0,0,37.3260235786438
4096,512,7,4,0,0,0,38.92952919006348
4096,512,7,4,0,0,0,43.00656843185425
4096,512,7,4,0,0,0,43.99923324584961
4096,512,7,4,0,0,0,45.4709038734436
4096,512,7,4,0,1,0,32.01813220977783
4096,512,7,4,0,1,0,32.20255374908447
4096,512,7,4,0,1,0,32.525471210479736
4096,512,7,4,0,1,0,34.44171714782715
4096,512,7,4,0,1,0,34.61720085144043
4096,512,7,4,0,1,0,34.65516996383667
4096,512,7,4,0,1,0,34.767539978027344
4096,512,7,4,0,1,0,34.77305841445923
4096,512,7,4,0,1,0,34.78444194793701
4096,512,7,4,0,1,0,34.82067680358887
4096,512,7,4,0,1,0,34.86228704452515
4096,512,7,4,0,1,0,34.868152141571045
4096,512,7,4,0,1,0,35.26414346694946
4096,512,7,4,0,1,0,35.37319326400757
4096,512,7,4,0,1,0,35.90397930145264
4096,512,7,4,0,1,0,38.22500944137573
4096,512,7,4,0,1,0,38.26244831085205
4096,512,7,4,0,1,0,39.62976932525635
4096,512,7,4,0,1,0,40.101547718048096
4096,512,7,4,0,1,0,45.61903619766235
4096,512,7,4,1,0,0,32.5886607170105
4096,512,7,4,1,0,0,34.77153730392456
4096,512,7,4,1,0,0,35.31579256057739
4096,512,7,4,1,0,0,35.48248338699341
4096,512,7,4,1,0,0,35.60144090652466
4096,512,7,4,1,0,0,35.69743013381958
4096,512,7,4,1,0,0,36.01776313781738
4096,512,7,4,1,0,0,36.38145637512207
4096,512,7,4,1,0,0,36.47613334655762
4096,512,7,4,1,0,0,36.50168037414551
4096,512,7,4,1,0,0,36.91900873184204
4096,512,7,4,1,0,0,37.40173101425171
4096,512,7,4,1,0,0,37.85958480834961
4096,512,7,4,1,0,0,40.16517686843872
4096,512,7,4,1,0,0,40.781508445739746
4096,512,7,4,1,0,0,40.90299463272095
4096,512,7,4,1,0,0,44.08926582336426
4096,512,7,4,1,0,0,44.84017372131348
4096,512,7,4,1,0,0,45.73756742477417
4096,512,7,4,1,0,0,46.06972789764404
4096,512,7,4,1,1,0,32.96379566192627
4096,512,7,4,1,1,0,33.12865400314331
4096,512,7,4,1,1,0,34.41627597808838
4096,512,7,4,1,1,0,35.073463916778564
4096,512,7,4,1,1,0,35.19407510757446
4096,512,7,4,1,1,0,35.29429531097412
4096,512,7,4,1,1,0,35.35306644439697
4096,512,7,4,1,1,0,35.43026781082153
4096,512,7,4,1,1,0,35.60658025741577
4096,512,7,4,1,1,0,35.999024868011475
4096,512,7,4,1,1,0,36.05190706253052
4096,512,7,4,1,1,0,36.36420154571533
4096,512,7,4,1,1,0,36.6751594543457
4096,512,7,4,1,1,0,37.44822549819946
4096,512,7,4,1,1,0,38.01361322402954
4096,512,7,4,1,1,0,39.65927219390869
4096,512,7,4,1,1,0,42.130459785461426
4096,512,7,4,1,1,0,47.08760929107666
4096,512,7,4,1,1,0,47.200825691223145
4096,512,7,4,1,1,0,53.30402851104736
8192,256,28,4,0,0,0,55.746779918670654
8192,256,28,4,0,0,0,61.66600036621094
8192,256,28,4,0,0,0,72.35883951187134
8192,256,28,4,0,0,0,73.29504823684692
8192,256,28,4,0,0,0,73.31210374832153
8192,256,28,4,0,0,0,73.4971284866333
8192,256,28,4,0,0,0,74.19097995758057
8192,256,28,4,0,0,0,74.27591705322266
8192,256,28,4,0,0,0,74.29500722885132
8192,256,28,4,0,0,0,78.07486867904663
8192,256,28,4,0,0,0,78.11484336853027
8192,256,28,4,0,0,0,78.2972617149353
8192,256,28,4,0,0,0,78.59467458724976
8192,256,28,4,0,0,0,80.96876287460327
8192,256,28,4,0,0,0,81.84821844100952
8192,256,28,4,0,0,0,82.42570304870605
8192,256,28,4,0,0,0,82.57026672363281
8192,256,28,4,0,0,0,82.82586765289307
8192,256,28,4,0,0,0,84.58547401428223
8192,256,28,4,0,0,0,87.65595436096191
8192,256,28,4,0,1,0,63.29437208175659
8192,256,28,4,0,1,0,72.71393966674805
8192,256,28,4,0,1,0,72.77112579345703
8192,256,28,4,0,1,0,72.96054172515869
8192,256,28,4,0,1,0,73.30746221542358
8192,256,28,4,0,1,0,73.59502124786377
8192,256,28,4,0,1,0,73.69141054153442
8192,256,28,4,0,1,0,73.72600889205933
8192,256,28,4,0,1,0,73.90554332733154
8192,256,28,4,0,1,0,73.9066514968872
8192,256,28,4,0,1,0,73.91615056991577
8192,256,28,4,0,1,0,76.66089057922363
8192,256,28,4,0,1,0,77.18743991851807
8192,256,28,4,0,1,0,77.70106506347656
8192,256,28,4,0,1,0,77.94703769683838
8192,256,28,4,0,1,0,79.08455419540405
8192,256,28,4,0,1,0,83.85829210281372
8192,256,28,4,0,1,0,86.51671171188354
8192,256,28,4,0,1,0,86.81896495819092
8192,256,28,4,0,1,0,87.09557294845581
8192,256,28,4,1,0,0,57.12579345703125
8192,256,28,4,1,0,0,61.1726655960083
8192,256,28,4,1,0,0,62.369996070861816
8192,256,28,4,1,0,0,62.849480628967285
8192,256,28,4,1,0,0,63.29716873168945
8192,256,28,4,1,0,0,63.37517070770264
8192,256,28,4,1,0,0,64.7140383720398
8192,256,28,4,1,0,0,65.6745491027832
8192,256,28,4,1,0,0,65.68639039993286
8192,256,28,4,1,0,0,66.05706882476807
8192,256,28,4,1,0,0,67.06730318069458
8192,256,28,4,1,0,0,67.69678544998169
8192,256,28,4,1,0,0,70.09458923339844
8192,256,28,4,1,0,0,74.23009157180786
8192,256,28,4,1,0,0,74.52480506896973
8192,256,28,4,1,0,0,75.26179552078247
8192,256,28,4,1,0,0,75.60721015930176
8192,256,28,4,1,0,0,79.20156002044678
8192,256,28,4,1,0,0,80.46583795547485
8192,256,28,4,1,0,0,86.27332878112793
8192,256,28,4,1,1,0,62.84700393676758
8192,256,28,4,1,1,0,62.99958038330078
8192,256,28,4,1,1,0,63.85160779953003
8192,256,28,4,1,1,0,63.95656156539917
8192,256,28,4,1,1,0,64.13203001022339
8192,256,28,4,1,1,0,64.18429660797119
8192,256,28,4,1,1,0,64.21197843551636
8192,256,28,4,1,1,0,65.30456638336182
8192,256,28,4,1,1,0,65.61387872695923
8192,256,28,4,1,1,0,67.10667943954468
8192,256,28,4,1,1,0,68.63884735107422
8192,256,28,4,1,1,0,68.73168992996216
8192,256,28,4,1,1,0,68.90819025039673
8192,256,28,4,1,1,0,69.2309079170227
8192,256,28,4,1,1,0,69.56396007537842
8192,256,28,4,1,1,0,69.72260189056396
8192,256,28,4,1,1,0,71.10199308395386
8192,256,28,4,1,1,0,74.24498319625854
8192,256,28,4,1,1,0,75.2861680984497
8192,256,28,4,1,1,0,77.50456714630127
8192,512,7,4,0,0,0,17.96028208732605
8192,512,7,4,0,0,0,18.081655263900757
8192,512,7,4,0,0,0,18.16903805732727
8192,512,7,4,0,0,0,18.206610918045044
8192,512,7,4,0,0,0,18.265183687210083
8192,512,7,4,0,0,0,18.271689653396606
8192,512,7,4,0,0,0,18.276625633239746
8192,512,7,4,0,0,0,18.33588743209839
8192,512,7,4,0,0,0,18.35239267349243
8192,512,7,4,0,0,0,18.532607793807983
8192,512,7,4,0,0,0,18.569316387176514
8192,512,7,4,0,0,0,18.754233360290527
8192,512,7,4,0,0,0,18.78408408164978
8192,512,7,4,0,0,0,18.807037591934204
8192,512,7,4,0,0,0,18.828710556030273
8192,512,7,4,0,0,0,19.05301570892334
8192,512,7,4,0,0,0,19.14451789855957
8192,512,7,4,0,0,0,19.920609712600708
8192,512,7,4,0,0,0,23.494420289993286
8192,512,7,4,0,0,0,24.245523691177368
8192,512,7,4,0,1,0,17.04958176612854
8192,512,7,4,0,1,0,17.15727472305298
8192,512,7,4,0,1,0,17.413731813430786
8192,512,7,4,0,1,0,17.757899045944214
8192,512,7,4,0,1,0,18.083760976791382
8192,512,7,4,0,1,0,18.10270357131958
8192,512,7,4,0,1,0,18.23883819580078
8192,512,7,4,0,1,0,18.359821796417236
8192,512,7,4,0,1,0,18.36165475845337
8192,512,7,4,0,1,0,18.475779056549072
8192,512,7,4,0,1,0,18.583844661712646
8192,512,7,4,0,1,0,18.855071544647217
8192,512,7,4,0,1,0,19.440845251083374
8192,512,7,4,0,1,0,19.985116004943848
8192,512,7,4,0,1,0,20.32461428642273
8192,512,7,4,0,1,0,20.36606001853943
8192,512,7,4,0,1,0,20.97466540336609
8192,512,7,4,0,1,0,21.961859941482544
8192,512,7,4,0,1,0,23.267178058624268
8192,512,7,4,0,1,0,23.510258674621582
8192,512,7,4,1,0,0,17.484408855438232
8192,512,7,4,1,0,0,18.542473077774048
8192,512,7,4,1,0,0,18.574615240097046
8192,512,7,4,1,0,0,18.630698442459106
8192,512,7,4,1,0,0,18.64860725402832
