Size,Repeat,Independent Chains,Time (ns)
16384,64,1,1.2422866821289062
16384,64,1,1.5189838409423828
16384,64,1,1.3945627212524414
16384,64,1,1.2328920364379883
16384,64,1,1.23138427734375
16384,64,1,1.2561588287353516
16384,64,1,1.2459611892700195
16384,64,1,1.4664630889892578
16384,64,1,1.2315921783447266
16384,64,1,1.2194786071777344
16384,64,1,1.2267570495605469
16384,64,1,1.2319002151489258
16384,64,1,1.258143424987793
16384,64,1,1.2172327041625977
16384,64,1,1.2290153503417969
16384,64,1,1.2206993103027344
16384,64,2,2.137725830078125
16384,64,2,2.514763832092285
16384,64,2,2.19443416595459
16384,64,2,2.5145463943481445
16384,64,2,2.516439437866211
16384,64,2,2.498044013977051
16384,64,2,2.5209665298461914
16384,64,2,2.5042247772216797
16384,64,2,2.5508127212524414
16384,64,2,2.5299224853515625
16384,64,2,2.532581329345703
16384,64,2,2.523299217224121
16384,64,2,2.522287368774414
16384,64,2,2.193767547607422
16384,64,2,2.5116348266601562
16384,64,2,2.537661552429199
16384,64,2,2.558839797973633
16384,64,2,2.3484983444213867
16384,64,2,2.5318031311035156
16384,64,2,2.5290164947509766
16384,64,2,2.536409378051758
16384,64,2,2.524203300476074
16384,64,2,2.480314254760742
16384,64,2,2.5279111862182617
16384,64,2,2.522176742553711
16384,64,2,2.5639266967773438
16384,64,2,2.5588560104370117
16384,64,2,2.4997377395629883
16384,64,2,2.6472740173339844
16384,64,2,2.5122833251953125
16384,64,2,2.5500736236572266
16384,64,2,2.1973047256469727
16384,64,2,2.5046281814575195
16384,64,2,2.687826156616211
16384,64,2,2.5332555770874023
16384,64,2,2.5146570205688477
16384,64,2,2.4913463592529297
16384,64,2,2.5519227981567383
16384,64,2,7.982232093811035
16384,64,2,2.494473457336426
16384,64,2,2.486201286315918
16384,64,2,2.5108890533447266
16384,64,2,2.550983428955078
16384,64,2,2.544619560241699
16384,64,2,2.468313217163086
16384,64,2,2.539518356323242
16384,64,2,2.4970645904541016
16384,64,2,2.5010385513305664
16384,64,2,2.496260643005371
16384,64,2,2.3680038452148438
16384,64,3,3.393895149230957
16384,64,3,3.69327449798584
16384,64,3,3.6474227905273438
16384,64,3,3.7151269912719727
16384,64,3,3.60756778717041
16384,64,3,3.4875802993774414
16384,64,3,3.6788177490234375
16384,64,3,3.5364608764648438
16384,64,3,3.793869972229004
16384,64,3,3.6604042053222656
16384,64,3,3.4417829513549805
16384,64,3,3.48568058013916
16384,64,3,3.5721282958984375
16384,64,3,3.6710948944091797
16384,64,3,3.740809440612793
16384,64,3,3.724310874938965
16384,64,3,3.6961517333984375
16384,64,3,3.2501087188720703
16384,64,3,3.740420341491699
16384,64,3,3.704610824584961
16384,64,3,3.7130126953125
16384,64,3,3.574784278869629
16384,64,3,3.662520408630371
16384,64,3,3.516519546508789
16384,64,3,3.4912796020507812
16384,64,3,3.680508613586426
16384,64,3,3.5223894119262695
16384,64,3,3.561678886413574
16384,64,3,3.69541072845459
16384,64,3,3.6849708557128906
16384,64,3,3.6958017349243164
16384,64,3,3.7226696014404297
16384,64,3,3.7029361724853516
16384,64,3,3.529829978942871
16384,64,3,3.760324478149414
16384,64,3,3.528451919555664
16384,64,3,3.5707435607910156
16384,64,3,3.559475898742676
16384,64,3,3.5532684326171875
16384,64,3,8.079303741455078
16384,64,3,3.738849639892578
16384,64,3,3.6129684448242188
16384,64,3,3.5142860412597656
16384,64,3,3.5268115997314453
16384,64,3,3.6924915313720703
16384,64,3,3.6901559829711914
16384,64,3,3.420638084411621
16384,64,3,3.6910362243652344
16384,64,3,3.4026451110839844
16384,64,3,3.6520767211914062
16384,64,4,4.286805152893066
16384,64,4,4.805085182189941
16384,64,4,4.9854326248168945
16384,64,4,4.637759208679199
16384,64,4,4.825782775878906
16384,64,4,4.879284858703613
16384,64,4,4.784645080566406
16384,64,4,4.683904647827148
16384,64,4,4.821198463439941
16384,64,4,5.016801834106445
16384,64,4,4.801031112670898
16384,64,4,4.627486228942871
16384,64,4,4.457975387573242
16384,64,4,4.832995414733887
16384,64,4,4.528814315795898
16384,64,4,4.701872825622559
16384,64,4,10.649182319641113
16384,64,4,4.278262138366699
16384,64,4,4.7083740234375
16384,64,4,4.854580879211426
16384,64,4,4.894354820251465
16384,64,4,4.822310447692871
16384,64,4,4.804764747619629
16384,64,4,4.681174278259277
16384,64,4,4.724809646606445
16384,64,4,4.681046485900879
16384,64,4,4.704939842224121
16384,64,4,4.84248161315918
16384,64,4,4.6594390869140625
16384,64,4,4.869926452636719
16384,64,4,4.68302059173584
16384,64,4,4.638021469116211
16384,64,4,4.569141387939453
16384,64,4,4.671834945678711
16384,64,4,4.612693786621094
16384,64,4,4.730809211730957
16384,64,4,4.7054443359375
16384,64,4,4.894512176513672
16384,64,4,4.863138198852539
16384,64,4,4.54530143737793
16384,64,4,4.664162635803223
16384,64,4,5.08914852142334
16384,64,4,4.761545181274414
16384,64,4,4.678937911987305
16384,64,4,4.697918891906738
16384,64,4,5.030138969421387
16384,64,4,12.032952308654785
16384,64,4,4.632842063903809
16384,64,4,4.766927719116211
16384,64,4,4.801233291625977
16384,64,8,8.90578842163086
16384,64,8,9.801347732543945
16384,64,8,9.753881454467773
16384,64,8,11.371295928955078
16384,64,8,9.780774116516113
16384,64,8,9.835833549499512
16384,64,8,9.757197380065918
16384,64,8,9.77112102508545
16384,64,8,9.765759468078613
16384,64,8,13.239106178283691
16384,64,8,9.614874839782715
16384,64,8,8.975386619567871
16384,64,8,9.73434829711914
16384,64,8,9.833317756652832
16384,64,8,9.795583724975586
16384,64,8,10.000053405761719
16384,64,8,9.827878952026367
16384,64,8,9.024771690368652
16384,64,8,9.811559677124023
16384,64,8,9.802727699279785
16384,64,8,9.163603782653809
16384,64,8,9.832146644592285
16384,64,8,8.881930351257324
16384,64,8,9.816563606262207
16384,64,8,9.81384563446045
16384,64,8,9.898216247558594
16384,64,8,9.779821395874023
16384,64,8,9.814446449279785
16384,64,8,9.812734603881836
16384,64,8,9.876091003417969
16384,64,8,9.13658618927002
16384,64,8,9.803775787353516
16384,64,8,9.82597827911377
16384,64,8,9.83813762664795
16384,64,8,9.869287490844727
16384,64,8,9.801081657409668
16384,64,8,9.816987037658691
16384,64,8,9.779192924499512
16384,64,8,13.834555625915527
16384,64,8,9.808043479919434
16384,64,8,9.805563926696777
16384,64,8,9.765275955200195
16384,64,8,9.778546333312988
16384,64,8,9.846548080444336
16384,64,8,9.705400466918945
16384,64,8,9.762456893920898
16384,64,8,9.758822441101074
16384,64,8,9.683344841003418
16384,64,8,9.545130729675293
16384,64,8,9.697355270385742
16384,64,16,17.811344146728516
16384,64,16,19.252412796020508
16384,64,16,19.265231132507324
16384,64,16,19.320483207702637
16384,64,16,19.219497680664062
16384,64,16,19.31208610534668
16384,64,16,19.25750732421875
16384,64,16,19.24751091003418
16384,64,16,19.312713623046875
16384,64,16,19.284693717956543
16384,64,16,19.29395580291748
16384,64,16,18.137277603149414
16384,64,16,18.979334831237793
16384,64,16,19.407148361206055
16384,64,16,29.15818214416504
16384,64,16,19.581985473632812
16384,64,16,19.579033851623535
16384,64,16,19.568413734436035
16384,64,16,28.58528709411621
16384,64,16,19.408320426940918
16384,64,16,18.13720989227295
16384,64,16,19.383262634277344
16384,64,16,17.93238067626953
16384,64,16,19.39100933074951
16384,64,16,19.31654644012451
16384,64,16,19.31965732574463
16384,64,16,19.310270309448242
16384,64,16,34.09562397003174
16384,64,16,19.326924324035645
16384,64,16,18.36311912536621
16384,64,16,19.188878059387207
16384,64,16,19.69303321838379
16384,64,16,19.490567207336426
16384,64,16,19.20424175262451
16384,64,16,29.31252670288086
16384,64,16,17.873111724853516
16384,64,16,19.35980796813965
16384,64,16,19.335407257080078
16384,64,16,19.46804141998291
16384,64,16,39.45754051208496
16384,64,16,19.465304374694824
16384,64,16,19.35960578918457
16384,64,16,19.427207946777344
16384,64,16,19.36877727508545
16384,64,16,19.339043617248535
16384,64,16,19.227198600769043
16384,64,16,19.21955394744873
16384,64,16,19.677982330322266
16384,64,16,30.28129768371582
16384,64,16,17.915322303771973
16384,128,1,1.1041316986083984
16384,128,1,1.2644305229187012
16384,128,1,1.267721176147461
16384,128,1,1.2830877304077148
16384,128,1,1.270522117614746
16384,128,1,4.017135143280029
16384,128,1,1.3384504318237305
16384,128,1,1.271775245666504
16384,128,1,1.280937671661377
16384,128,1,1.2754173278808594
16384,128,1,1.2723846435546875
16384,128,1,1.251598834991455
16384,128,1,1.2948956489562988
16384,128,1,1.2910146713256836
16384,128,1,1.2817130088806152
16384,128,1,1.2772397994995117
16384,128,1,1.1290459632873535
16384,128,1,1.283717155456543
16384,128,1,1.2772998809814453
16384,128,1,3.760124683380127
16384,128,1,1.2946505546569824
16384,128,1,1.276674747467041
16384,128,1,1.2850184440612793
16384,128,1,1.2955260276794434
16384,128,1,1.3486614227294922
16384,128,1,1.2922911643981934
16384,128,1,1.2721309661865234
16384,128,1,1.3141040802001953
16384,128,1,1.273301601409912
16384,128,1,1.2775592803955078
16384,128,1,1.2861051559448242
16384,128,1,1.2776823043823242
16384,128,1,1.2709555625915527
16384,128,1,1.271524429321289
16384,128,1,1.2722740173339844
16384,128,1,1.3257298469543457
16384,128,1,1.3412055969238281
16384,128,1,1.258913516998291
16384,128,1,1.2721447944641113
16384,128,1,1.1927490234375
16384,128,1,1.305361270904541
16384,128,1,1.292954444885254
16384,128,1,1.276376724243164
16384,128,1,1.2821593284606934
16384,128,1,1.2926011085510254
16384,128,1,1.2690105438232422
16384,128,1,1.2693514823913574
16384,128,1,1.4386563301086426
16384,128,1,1.2692623138427734
16384,128,1,1.276613712310791
16384,128,2,2.2337841987609863
16384,128,2,2.4062118530273438
16384,128,2,2.274972438812256
16384,128,2,2.335780143737793
16384,128,2,2.3353729248046875
16384,128,2,2.222034454345703
16384,128,2,2.410029888153076
16384,128,2,2.316906452178955
16384,128,2,2.327887535095215
16384,128,2,2.4278416633605957
16384,128,2,2.3385848999023438
16384,128,2,2.239786148071289
16384,128,2,2.433748722076416
16384,128,2,2.427399158477783
16384,128,2,3.2101235389709473
16384,128,2,16.903995990753174
16384,128,2,2.3393912315368652
16384,128,2,2.4448752403259277
16384,128,2,2.3385658264160156
16384,128,2,2.355070114135742
16384,128,2,2.334779739379883
16384,128,2,5.660938739776611
16384,128,2,2.406282901763916
16384,128,2,2.350461006164551
16384,128,2,2.4354472160339355
16384,128,2,2.325295925140381
16384,128,2,2.4222664833068848
16384,128,2,2.3574342727661133
16384,128,2,2.4546008110046387
16384,128,2,2.4294066429138184
16384,128,2,2.4164109230041504
16384,128,2,2.4459385871887207
16384,128,2,2.355998992919922
16384,128,2,2.314896583557129
16384,128,2,2.2764458656311035
16384,128,2,2.419623851776123
16384,128,2,2.3889122009277344
16384,128,2,2.4310483932495117
16384,128,2,2.361039161682129
16384,128,2,2.3484578132629395
16384,128,2,2.3160767555236816
16384,128,2,5.569089889526367
16384,128,2,2.422081470489502
16384,128,2,2.3157525062561035
16384,128,2,2.2820262908935547
16384,128,2,2.4387693405151367
16384,128,2,2.3089208602905273
16384,128,2,2.3433804512023926
16384,128,2,2.326859474182129
16384,128,2,5.854663848876953
16384,128,3,3.162839412689209
16384,128,3,3.5529861450195312
16384,128,3,3.5484042167663574
16384,128,3,3.3968071937561035
16384,128,3,3.4604668617248535
16384,128,3,3.4584102630615234
16384,128,3,3.568793773651123
16384,128,3,3.4913501739501953
16384,128,3,3.5779857635498047
16384,128,3,3.560361385345459
16384,128,3,3.557361602783203
16384,128,3,3.2033615112304688
16384,128,3,3.5151538848876953
16384,128,3,3.3088130950927734
16384,128,3,5.015507221221924
16384,128,3,3.4883012771606445
16384,128,3,3.5647473335266113
16384,128,3,3.5724353790283203
16384,128,3,3.5956883430480957
16384,128,3,3.4620933532714844
16384,128,3,3.260043144226074
16384,128,3,3.5848493576049805
16384,128,3,3.230350971221924
16384,128,3,3.6281676292419434
16384,128,3,3.5671510696411133
16384,128,3,3.5008482933044434
16384,128,3,3.510873317718506
16384,128,3,3.559384822845459
16384,128,3,3.489686965942383
16384,128,3,3.6148133277893066
16384,128,3,3.2513160705566406
16384,128,3,3.4597840309143066
16384,128,3,3.567542552947998
16384,128,3,5.1905436515808105
16384,128,3,3.240527629852295
16384,128,3,4.464737415313721
16384,128,3,3.5546998977661133
16384,128,3,3.49191951751709
16384,128,3,3.5391578674316406
16384,128,3,3.5970568656921387
16384,128,3,3.5100784301757812
16384,128,3,3.576417922973633
16384,128,3,3.4820780754089355
16384,128,3,3.5509862899780273
16384,128,3,3.484513282775879
16384,128,3,3.5088095664978027
16384,128,3,3.4726977348327637
16384,128,3,3.4420676231384277
16384,128,3,3.4531073570251465
16384,128,3,3.4656271934509277
16384,128,4,4.218042850494385
16384,128,4,4.414995193481445
16384,128,4,4.645788192749023
16384,128,4,4.724456310272217
16384,128,4,4.698784828186035
16384,128,4,6.341188907623291
16384,128,4,4.675080299377441
16384,128,4,4.699512481689453
16384,128,4,4.56740140914917
16384,128,4,4.64825439453125
16384,128,4,4.7267255783081055
16384,128,4,4.388415813446045
16384,128,4,4.703559875488281
16384,128,4,4.717762470245361
16384,128,4,4.435698509216309
16384,128,4,4.7439961433410645
16384,128,4,4.70489501953125
16384,128,4,4.780421257019043
16384,128,4,4.723696231842041
16384,128,4,5.403078079223633
16384,128,4,4.729481220245361
16384,128,4,4.7276201248168945
16384,128,4,4.6765851974487305
16384,128,4,4.695982933044434
16384,128,4,4.735072612762451
16384,128,4,4.732420444488525
16384,128,4,4.705196857452393
16384,128,4,4.792329788208008
16384,128,4,4.697835445404053
16384,128,4,4.710280418395996
16384,128,4,4.720949172973633
16384,128,4,4.688671588897705
16384,128,4,4.705177307128906
16384,128,4,4.6660685539245605
16384,128,4,4.737593173980713
16384,128,4,4.703007221221924
16384,128,4,4.747490882873535
16384,128,4,4.746986389160156
16384,128,4,4.742702960968018
16384,128,4,4.681735992431641
16384,128,4,6.224557876586914
16384,128,4,4.680268287658691
16384,128,4,4.771918773651123
16384,128,4,4.731570720672607
16384,128,4,4.711339950561523
16384,128,4,4.710498809814453
16384,128,4,4.695822238922119
16384,128,4,4.624518394470215
16384,128,4,4.645752429962158
16384,128,4,4.387511730194092
16384,128,8,8.80299425125122
16384,128,8,9.64306116104126
16384,128,8,9.645039558410645
16384,128,8,9.692956924438477
16384,128,8,9.591460704803467
16384,128,8,9.64246654510498
16384,128,8,9.072009563446045
16384,128,8,9.656810283660889
16384,128,8,9.604754447937012
16384,128,8,9.647047519683838
16384,128,8,9.761443138122559
16384,128,8,9.665762901306152
16384,128,8,9.69204044342041
16384,128,8,9.69883394241333
16384,128,8,9.699481964111328
16384,128,8,9.75689697265625
16384,128,8,9.660847663879395
16384,128,8,9.506809711456299
16384,128,8,9.711931705474854
16384,128,8,9.701035022735596
16384,128,8,9.66743516921997
16384,128,8,9.72966718673706
16384,128,8,9.651723384857178
16384,128,8,9.694676876068115
16384,128,8,9.67841386795044
16384,128,8,9.072957992553711
16384,128,8,9.05113935470581
16384,128,8,9.639655590057373
16384,128,8,12.07337236404419
16384,128,8,9.667048454284668
16384,128,8,9.714649677276611
16384,128,8,9.846684455871582
16384,128,8,9.615142345428467
16384,128,8,9.603588104248047
16384,128,8,9.7111496925354
16384,128,8,9.020647048950195
16384,128,8,9.222763538360596
16384,128,8,9.652061939239502
16384,128,8,9.654298782348633
16384,128,8,9.705612659454346
16384,128,8,9.675219058990479
16384,128,8,10.550536155700684
16384,128,8,9.65804386138916
16384,128,8,9.678791046142578
16384,128,8,9.647511005401611
16384,128,8,9.375593662261963
16384,128,8,10.200214862823486
16384,128,8,8.982449531555176
16384,128,8,9.605992317199707
16384,128,8,11.395369052886963
16384,128,16,17.642911434173584
16384,128,16,19.069570064544678
16384,128,16,17.588830947875977
16384,128,16,19.215110778808594
16384,128,16,19.232072830200195
16384,128,16,19.10964345932007
16384,128,16,28.96425771713257
16384,128,16,19.191579341888428
16384,128,16,19.21035861968994
16384,128,16,19.109658241271973
16384,128,16,19.188954830169678
16384,128,16,19.100468158721924
16384,128,16,19.256035327911377
16384,128,16,18.18609094619751
16384,128,16,19.261252403259277
16384,128,16,19.24594736099243
16384,128,16,19.374897480010986
16384,128,16,19.2252459526062
16384,128,16,28.0858097076416
16384,128,16,19.298919677734375
16384,128,16,19.204219818115234
16384,128,16,19.30217409133911
16384,128,16,19.250723838806152
16384,128,16,19.21400737762451
16384,128,16,19.248411655426025
16384,128,16,21.13378143310547
16384,128,16,19.534602642059326
16384,128,16,19.22895336151123
16384,128,16,19.221394538879395
16384,128,16,19.226184368133545
16384,128,16,19.159870147705078
16384,128,16,19.301706790924072
16384,128,16,19.206754684448242
16384,128,16,19.05345344543457
16384,128,16,19.249066829681396
16384,128,16,19.275269985198975
16384,128,16,19.289879322052002
16384,128,16,26.795244216918945
16384,128,16,19.306761741638184
16384,128,16,19.24873638153076
16384,128,16,19.364779472351074
16384,128,16,19.194168090820312
16384,128,16,19.39548683166504
16384,128,16,18.90847682952881
16384,128,16,24.095143795013428
16384,128,16,19.28416681289673
16384,128,16,19.031827926635742
16384,128,16,19.083524703979492
16384,128,16,19.03944969177246
16384,128,16,19.06001091003418
16384,256,1,1.0833740234375
16384,256,1,1.2415030002593994
16384,256,1,1.220918893814087
16384,256,1,1.235053300857544
16384,256,1,1.195277214050293
16384,256,1,1.1853947639465332
16384,256,1,1.189342737197876
16384,256,1,1.1787748336791992
