Cores,Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss
9,11534336,1.22431,0.250004,4.39149,0.0615671,0.0541395
9,12582912,1.23975,0.250003,4.44645,0.061592,0.0550255
9,13631488,1.25183,0.250003,4.48996,0.0616042,0.0556611
9,14680064,1.2615,0.250003,4.52475,0.0616187,0.0561411
9,15728640,1.27308,0.250003,4.56636,0.0616384,0.0566337
9,16777216,1.28015,0.250003,4.59191,0.0616357,0.0571239
9,33554432,1.33827,0.250002,4.80189,0.0616938,0.0598969
9,67108864,1.35783,0.250001,4.87208,0.061711,0.0608926
9,134217728,1.35989,0.250001,4.87981,0.0617001,0.06101
9,268435456,1.35838,0.25,4.87374,0.0616956,0.0610171
10,8192,0.0201965,0.254883,0.0726756,2.35741e-9,5.82077e-11
10,16384,0.0187929,0.252441,0.0676237,4.904e-9,5.09317e-11
10,32768,0.0181115,0.251221,0.0651704,7.24685e-9,1.16415e-10
10,65536,0.0549237,0.25061,0.197635,1.51194e-8,7.27596e-10
10,131072,0.0552163,0.250305,0.198688,5.37111e-8,1.23691e-10
10,262144,0.0557619,0.250153,0.20065,1.14065e-7,4.65661e-10
10,524288,0.0560041,0.250076,0.201525,9.82582e-6,6.03904e-10
10,1048576,0.110881,0.250038,0.398898,0.0237605,1.23182e-8
10,2097152,0.285987,0.250019,1.02753,0.061288,0.00627168
10,3145728,0.775248,0.250013,2.78111,0.0620694,0.0292223
10,4194304,1.04864,0.25001,3.76005,0.062073,0.041017
10,5242880,1.1708,0.250008,4.19739,0.0621237,0.0463999
10,6291456,1.24821,0.250007,4.47336,0.0620937,0.0487539
10,7340032,1.29721,0.250006,4.64922,0.0619263,0.0512359
10,8388608,1.33651,0.250005,4.79089,0.0619639,0.052992
10,9437184,1.36423,0.250005,4.89049,0.0619854,0.0542607
10,10485760,1.38814,0.250004,4.97604,0.0619954,0.0551718
10,11534336,1.40879,0.250004,5.0492,0.0620015,0.0560586
10,12582912,1.42515,0.250004,5.10891,0.062016,0.0568064
10,13631488,1.43996,0.250003,5.16092,0.0620188,0.0573119
10,14680064,1.452,0.250003,5.20412,0.0620262,0.0579042
10,15728640,1.46087,0.250003,5.23595,0.0620337,0.0582609
10,16777216,1.46964,0.250003,5.26738,0.0620378,0.0587149
10,33554432,1.52246,0.250002,5.45783,0.0620667,0.060971
10,67108864,1.53237,0.250001,5.49364,0.0620636,0.0614038
10,134217728,1.53407,0.250001,5.49958,0.0620514,0.0614367
10,268435456,1.53235,0.250001,5.49244,0.0620481,0.061439
