Size (B),Block Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss,Pipe RW,Pipe Stall,Pipe Sync
8388608,262144,0.000722657,0.000743999,0.00331408,1.4597e-5,8.3625e-9,1.58094e-5,8.12482e-7,9.56682e-7
8388608,524288,0.000700406,0.00044382,0.00321279,1.52581e-5,1.2534e-8,8.20321e-6,9.40927e-7,9.55847e-7
8388608,1048576,0.000662021,0.000285934,0.00303644,1.47936e-5,1.21848e-8,4.34918e-6,8.81827e-7,9.67993e-7
8388608,2097152,0.000752075,0.000228919,0.00344297,1.21709e-5,1.81414e-8,2.43263e-6,5.46162e-7,1.18685e-6
16777216,262144,0.000565903,0.000696971,0.00259039,8.3652e-6,1.65504e-8,1.55001e-5,4.76566e-7,4.78816e-7
16777216,524288,0.00045953,0.000381614,0.00210673,6.075e-6,1.01475e-8,7.87008e-6,4.69969e-7,4.78583e-7
16777216,1048576,0.000531941,0.000244399,0.0024378,4.86674e-6,8.73115e-9,4.0544e-6,4.54291e-7,4.78991e-7
16777216,2097152,0.000510413,0.000165396,0.00234146,8.86338e-6,1.10207e-8,2.1725e-6,4.56717e-7,4.81125e-7
16777216,4194304,0.000759676,0.000161022,0.00348408,4.29823e-6,1.41639e-8,1.19518e-6,3.78505e-7,5.38033e-7
33554432,524288,0.000489309,0.00037361,0.00224118,5.80583e-6,1.44937e-8,7.7514e-6,2.36013e-7,2.38671e-7
33554432,1048576,0.000485408,0.000223248,0.0022274,4.11821e-6,9.27442e-9,3.93866e-6,2.33083e-7,2.36828e-7
33554432,2097152,0.000457453,0.00014555,0.00209566,3.1494e-6,1.35042e-8,2.02656e-6,2.35935e-7,2.41717e-7
33554432,4194304,0.00047703,0.000110727,0.00218555,1.77968e-6,1.67056e-8,1.0729e-6,2.09218e-7,2.54659e-7
33554432,8388608,0.000437448,8.70243e-5,0.00200173,4.29611e-6,9.93411e-9,5.9624e-7,2.25846e-7,2.43735e-7
67108864,1048576,0.000337417,0.000199448,0.00154476,1.49786e-6,1.42027e-8,3.87455e-6,1.18103e-7,1.20606e-7
67108864,2097152,0.000433436,0.000136028,0.00198176,2.11472e-6,1.30967e-8,1.9693e-6,1.09702e-7,1.20936e-7
67108864,4194304,0.000405708,9.52051e-5,0.00185984,1.93438e-6,1.49982e-8,1.01328e-6,1.17657e-7,1.20606e-7
67108864,8388608,0.000459749,8.32302e-5,0.00210499,8.94477e-7,1.34072e-8,5.36752e-7,6.29031e-8,1.36458e-7
67108864,16777216,0.000823374,0.000121722,0.00377555,1.04102e-6,1.6919e-8,2.98062e-7,6.19912e-8,1.45577e-7
134217728,2097152,0.000389469,0.000127689,0.00178472,1.11324e-6,9.58486e-9,1.93715e-6,5.89644e-8,6.073e-8
134217728,4194304,0.00040799,9.20862e-5,0.00186919,9.6421e-7,1.2146e-8,9.83477e-7,5.89644e-8,6.15643e-8
134217728,8388608,0.00059872,9.80064e-5,0.00274406,5.34269e-7,1.04386e-8,5.06678e-7,3.08889e-8,6.12733e-8
134217728,16777216,0.000411875,6.53032e-5,0.00188742,8.44438e-7,1.12535e-8,2.73479e-7,5.33376e-8,6.25344e-8
134217728,33554432,0.000409292,6.03608e-5,0.00187509,4.16825e-7,9.93411e-9,1.49089e-7,3.07919e-8,6.94611e-8
268435456,4194304,0.00039386,8.89893e-5,0.00180502,5.41157e-7,9.21621e-9,9.7168e-7,2.96859e-8,3.14709e-8
268435456,8388608,0.000375886,6.80649e-5,0.00172205,4.59336e-7,1.0555e-8,4.91738e-7,2.74158e-8,3.06172e-8
268435456,16777216,0.000485421,7.28319e-5,0.00222339,2.73227e-7,1.46101e-8,2.5332e-7,1.57161e-8,3.1665e-8
268435456,33554432,0.000376059,5.43012e-5,0.00172294,2.66416e-7,1.07684e-8,1.3411e-7,1.49982e-8,3.09083e-8
268435456,67108864,0.000379197,5.23547e-5,0.00173669,4.52681e-7,9.60426e-9,7.46416e-8,1.82966e-8,3.34888e-8
