Size (B),Block Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss,Pipe RW,Pipe Stall,Pipe Sync
16777216,1048576,0.000154265,0.00012875,0.000537351,1.92422e-5,3.47306e-9,3.8147e-6,2.45093e-7,2.48256e-7
16777216,2097152,0.000132776,7.11188e-5,0.000462343,2.05659e-5,2.52233e-9,1.90735e-6,2.38496e-7,2.3999e-7
16777216,4194304,0.000181697,4.7455e-5,0.000623762,7.00062e-6,2.06443e-8,9.53674e-7,2.39156e-7,2.44899e-7
33554432,524288,0.000224479,0.000234347,0.000782026,5.38805e-5,6.51926e-9,7.62939e-6,5.48898e-8,5.59958e-8
33554432,1048576,0.0002114,0.000125133,0.000682298,2.45492e-5,1.61817e-8,3.8147e-6,7.95117e-8,8.22474e-8
33554432,2097152,7.58005e-5,6.43949e-5,0.000262853,8.29232e-6,4.30737e-9,1.90735e-6,1.19578e-7,1.20276e-7
33554432,4194304,0.000135119,4.12525e-5,0.00046691,9.75514e-6,1.27087e-8,9.53674e-7,1.19151e-7,1.21887e-7
33554432,8388608,0.000111443,2.55244e-5,0.000387643,4.29536e-6,3.41485e-9,4.76837e-7,1.19209e-7,1.20373e-7
67108864,1048576,0.000185125,0.000123685,0.000642434,2.63549e-5,2.08189e-8,3.8147e-6,2.67949e-8,2.76874e-8
67108864,2097152,0.000164346,6.77681e-5,0.000538268,1.36796e-5,1.24564e-8,1.90735e-6,4.69348e-8,4.82347e-8
67108864,4194304,5.44917e-5,3.2577e-5,0.000171794,4.80927e-6,1.04968e-8,9.53674e-7,5.85957e-8,6.13897e-8
67108864,8388608,5.33739e-5,1.95717e-5,0.000184937,4.74654e-6,6.8297e-9,4.76837e-7,5.96629e-8,6.25926e-8
67108864,16777216,4.22624e-5,1.17085e-5,0.000145704,1.74194e-6,5.06407e-9,2.38419e-7,5.96823e-8,6.35046e-8
134217728,2097152,8.8822e-5,6.11387e-5,0.000290739,1.26553e-5,9.44904e-9,1.90735e-6,1.27863e-8,1.36594e-8
134217728,4194304,0.000105211,3.60059e-5,0.000360389,7.91741e-6,7.95505e-9,9.53674e-7,1.96354e-8,2.07995e-8
134217728,8388608,4.27002e-5,1.73891e-5,0.00013496,2.62458e-6,8.26549e-9,4.76837e-7,2.64457e-8,2.83083e-8
134217728,16777216,0.000116362,1.68295e-5,0.000368911,2.49517e-6,7.66401e-9,2.38419e-7,2.99187e-8,3.11799e-8
134217728,33554432,7.69761e-5,1.01555e-5,0.000243382,1.15323e-6,5.80136e-9,1.19209e-7,2.98605e-8,3.07336e-8
268435456,4194304,7.14223e-5,3.30143e-5,0.000239992,5.13273e-6,7.00432e-9,9.53674e-7,7.35357e-9,7.99385e-9
268435456,8388608,7.9277e-5,1.98603e-5,0.000244967,3.12123e-6,8.03266e-9,4.76837e-7,8.73115e-9,9.68187e-9
268435456,16777216,1.20486e-5,8.12239e-6,4.07126e-5,1.13621e-6,3.8223e-9,2.38419e-7,1.49206e-8,1.57161e-8
268435456,33554432,2.7433e-5,6.0899e-6,9.42308e-5,1.2905e-6,4.98646e-9,1.19209e-7,1.49012e-8,1.61429e-8
268435456,67108864,3.35025e-5,4.70271e-6,0.000105304,3.79941e-7,2.42532e-9,5.96046e-8,1.49206e-8,1.59683e-8
