Cores,Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss
4,4194304,0.33471,0.25001,1.25157,0.05985,0.0295649
4,5242880,0.43577,0.250008,1.6325,0.0579178,0.0434216
4,6291456,0.491062,0.250006,1.83444,0.0562837,0.0488317
4,7340032,0.510014,0.250006,1.90643,0.0546537,0.0469702
4,8388608,0.527143,0.250005,1.97186,0.0543887,0.046677
4,9437184,0.555973,0.250004,2.07648,0.0539354,0.0481512
4,10485760,0.579248,0.250004,2.15925,0.0534418,0.0491959
4,11534336,0.591593,0.250004,2.21456,0.0531958,0.049376
4,12582912,0.601148,0.250003,2.24579,0.0530508,0.0492496
4,13631488,0.576021,0.250003,2.15578,0.0533813,0.0457776
4,14680064,0.585762,0.250003,2.19699,0.0532222,0.0465138
4,15728640,0.593003,0.250003,2.22054,0.0531567,0.0471175
4,16777216,0.597961,0.250003,2.23931,0.0530444,0.0475831
4,33554432,0.645808,0.250001,2.42016,0.0524138,0.0518155
4,67108864,0.651669,0.250001,2.44,0.0523552,0.052352
4,134217728,0.651779,0.25,2.44165,0.0523594,0.0523568
4,268435456,0.655405,0.25,2.45005,0.0523072,0.0523051
5,8192,0.0196897,0.254883,0.0728145,2.06637e-9,1.60071e-10
5,16384,0.0182648,0.252441,0.0675551,2.93949e-9,0
5,32768,0.0175863,0.251221,0.0650422,4.06726e-9,2.18279e-11
5,65536,0.0532728,0.25061,0.197014,8.09086e-9,8.00355e-11
5,131072,0.053248,0.250305,0.196892,1.71203e-8,2.54659e-10
5,262144,0.0532631,0.250153,0.196959,4.87926e-8,4.72937e-10
5,524288,0.0532261,0.250076,0.19685,1.31164e-7,3.7835e-10
5,1048576,0.0986552,0.250038,0.364824,0.0204563,3.89991e-9
5,2097152,0.161534,0.250019,0.595762,0.0617151,0.000115434
5,3145728,0.206966,0.250013,0.762411,0.0618378,0.00819488
5,4194304,0.437786,0.25001,1.61193,0.0580088,0.0411442
5,5242880,0.51718,0.250008,1.90883,0.0562087,0.0462386
5,6291456,0.602853,0.250007,2.22414,0.0536451,0.0494536
5,7340032,0.625216,0.250006,2.30556,0.0526532,0.0469257
5,8388608,0.668953,0.250005,2.46623,0.0519198,0.0477191
5,9437184,0.698431,0.250004,2.57557,0.0514496,0.0482869
5,10485760,0.711197,0.250004,2.62102,0.0512133,0.0482748
5,11534336,0.685416,0.250004,2.52477,0.0514221,0.0449826
5,12582912,0.697044,0.250003,2.57112,0.0512601,0.0458615
5,13631488,0.707808,0.250003,2.61169,0.0511569,0.0466848
5,14680064,0.716798,0.250003,2.64468,0.0510248,0.047267
5,15728640,0.723594,0.250003,2.67034,0.0509273,0.0477924
5,16777216,0.730167,0.250003,2.69413,0.0508852,0.0482696
5,33554432,0.761462,0.250001,2.81113,0.0506338,0.0505676
5,67108864,0.762021,0.250001,2.81375,0.0506459,0.0506431
5,134217728,0.762204,0.25,2.81408,0.0506445,0.0506421
5,268435456,0.764619,0.25,2.82269,0.0506233,0.0506207
6,8192,0.0196562,0.254883,0.0726709,2.10275e-9,8.00355e-11
6,16384,0.0182637,0.252441,0.0675498,2.20462e-9,7.27596e-12
6,32768,0.0175914,0.251221,0.0650439,5.37693e-9,5.82077e-11
6,65536,0.0532724,0.25061,0.197026,8.72387e-9,2.18279e-11
6,131072,0.0532585,0.250305,0.196948,1.55633e-8,1.74623e-10
6,262144,0.053278,0.250153,0.196991,3.48518e-8,3.63798e-10
