Size (B),Block Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss,Pipe RW,Pipe Stall,Pipe Sync
33554432,1048576,0.355594,0.507204,1.63162,0.134708,0.0695304,3.8147e-6,3.79498e-6,4.65986e-5
33554432,2097152,0.35637,0.503725,1.63546,0.13521,0.0840983,1.90735e-6,1.89262e-6,2.33346e-5
33554432,4194304,0.355342,0.502629,1.63063,0.135176,0.0889941,9.53674e-7,9.41878e-7,1.31701e-5
33554432,8388608,0.355029,0.502189,1.62917,0.135199,0.0910521,4.76837e-7,4.66903e-7,7.69075e-6
67108864,1048576,0.379349,0.507696,1.74019,0.133971,0.0764499,3.8147e-6,3.78359e-6,4.77399e-5
67108864,2097152,0.389258,0.504354,1.78649,0.133939,0.0945629,1.90735e-6,1.89117e-6,2.49395e-5
67108864,4194304,0.391161,0.503217,1.7952,0.133851,0.100576,9.53674e-7,9.37551e-7,1.41056e-5
67108864,8388608,0.390522,0.502762,1.79244,0.133846,0.102988,4.76837e-7,4.72743e-7,8.29579e-6
67108864,16777216,0.389133,0.50242,1.7859,0.133806,0.103836,2.38419e-7,2.34926e-7,4.75853e-6
134217728,2097152,0.397352,0.504298,1.8222,0.133452,0.097938,1.90735e-6,1.87889e-6,2.47081e-5
134217728,4194304,0.401332,0.503252,1.84085,0.133314,0.105156,9.53674e-7,9.35552e-7,1.41454e-5
134217728,8388608,0.401939,0.502679,1.84358,0.133241,0.108314,4.76837e-7,4.63217e-7,8.124e-6
134217728,16777216,0.402414,0.502503,1.84561,0.133201,0.109346,2.38419e-7,2.35469e-7,4.80029e-6
134217728,33554432,0.403014,0.502354,1.84855,0.133178,0.109842,1.19209e-7,1.17482e-7,2.73718e-6
268435456,4194304,0.404542,0.503195,1.85276,0.1331,0.106503,9.53674e-7,9.32487e-7,1.40442e-5
268435456,8388608,0.406043,0.50269,1.86011,0.133029,0.110042,4.76837e-7,4.65855e-7,8.16653e-6
268435456,16777216,0.406635,0.502469,1.86278,0.132955,0.111243,2.38419e-7,2.34849e-7,4.78069e-6
268435456,33554432,0.406828,0.502252,1.8636,0.132924,0.111791,1.19209e-7,1.1692e-7,2.70702e-6
268435456,67108864,0.406955,0.502171,1.86428,0.132912,0.112085,5.96046e-8,5.88285e-8,1.53668e-6
