Size (B),Block Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss,Pipe RW,Pipe Stall,Pipe Sync
33554432,8388608,0.354693,0.750034,1.62812,0.0909369,0.0579973,5.96124e-7,6.98492e-10,1.01475e-8
67108864,1048576,0.380485,0.750205,1.74707,0.0890112,0.0680235,3.87424e-6,1.74623e-10,4.24916e-9
67108864,2097152,0.389006,0.750109,1.78633,0.0874951,0.0669481,1.96693e-6,1.16415e-10,3.31784e-9
67108864,4194304,0.390857,0.750062,1.79453,0.0873149,0.0661328,1.01326e-6,7.76102e-11,2.40592e-9
67108864,8388608,0.389928,0.750037,1.79084,0.0873354,0.065534,5.36403e-7,3.88051e-11,1.33878e-9
67108864,16777216,0.389116,0.750023,1.78708,0.0875185,0.0650868,2.98023e-7,1.94026e-11,7.17894e-10
134217728,2097152,0.399305,0.750147,1.83412,0.0867937,0.0692832,1.93711e-6,7.567e-10,2.14592e-8
134217728,4194304,0.403463,0.750097,1.85303,0.0861352,0.0690675,9.83457e-7,3.68649e-10,1.16997e-8
134217728,8388608,0.406022,0.750073,1.86462,0.0860291,0.0688618,5.06601e-7,2.13428e-10,7.06253e-9
134217728,16777216,0.404519,0.750057,1.85815,0.0861024,0.0685242,2.68201e-7,9.70128e-11,3.62828e-9
134217728,33554432,0.404233,0.750055,1.85688,0.0861337,0.0682866,1.49012e-7,5.82077e-11,2.32831e-9
268435456,4194304,0.40558,0.750138,1.86312,0.0858184,0.0697039,9.68537e-7,7.17894e-10,2.26816e-8
268435456,8388608,0.407795,0.750116,1.87339,0.0855264,0.0696937,4.917e-7,3.88051e-10,1.3349e-8
268435456,16777216,0.407794,0.7501,1.87343,0.0855756,0.0695605,2.53281e-7,1.94026e-10,7.23715e-9
268435456,33554432,0.408941,0.750095,1.8785,0.0855423,0.0695304,1.34091e-7,9.70128e-11,3.93872e-9
268435456,67108864,0.409362,0.750103,1.88048,0.0856307,0.0694868,7.44864e-8,5.82077e-11,2.52233e-9
