Size,Repeat,Alloc Size,Readable,Host Accessible,Host Writable,Host Pointer,Time (ns)
4096,32,4096,false,false,false,false,6.394561767578125
4096,32,4096,false,false,false,false,6.4030609130859375
4096,32,4096,false,false,false,false,6.377250671386719
4096,32,4096,false,true,false,false,6.387847900390625
4096,32,4096,false,true,false,false,6.3012847900390625
4096,32,4096,false,true,false,false,6.385498046875
4096,32,4096,false,true,false,false,6.460639953613281
4096,32,4096,false,true,false,false,6.294029235839844
4096,32,4096,false,true,false,false,6.4267120361328125
4096,32,4096,false,true,false,false,6.4275360107421875
4096,32,4096,false,true,false,false,6.444450378417969
4096,32,4096,false,true,false,false,6.483711242675781
4096,32,4096,false,true,false,false,6.4284210205078125
4096,32,4096,false,true,false,false,6.447357177734375
4096,32,4096,false,true,false,false,7.7598724365234375
4096,32,4096,false,true,false,false,6.478492736816406
4096,32,4096,false,true,false,false,6.229438781738281
4096,32,4096,false,true,false,false,6.45263671875
4096,32,4096,false,true,false,false,6.3660125732421875
4096,32,4096,false,true,false,false,8.133026123046875
4096,32,4096,false,true,false,false,59.340240478515625
4096,32,4096,false,true,false,false,6.618431091308594
4096,32,4096,false,true,false,false,7.6893463134765625
4096,32,4096,false,true,false,false,6.6088409423828125
4096,32,4096,false,true,false,false,6.478218078613281
4096,32,4096,false,true,false,false,6.441322326660156
4096,32,4096,false,true,false,false,10.513343811035156
4096,32,4096,false,true,false,false,11.078414916992188
4096,32,4096,false,true,false,false,6.493705749511719
4096,32,4096,false,true,false,false,6.4730072021484375
4096,32,4096,false,true,false,false,6.345893859863281
4096,32,4096,false,true,false,false,7.9840087890625
4096,32,4096,false,true,false,false,6.626808166503906
4096,32,4096,false,true,false,false,6.451728820800781
4096,32,4096,false,true,false,false,6.2197265625
4096,32,4096,false,true,false,false,6.423858642578125
4096,32,4096,false,true,false,false,6.5143585205078125
4096,32,4096,false,true,false,false,6.360969543457031
4096,32,4096,false,true,false,false,8.527175903320312
4096,32,4096,false,true,false,false,6.439781188964844
4096,32,4096,false,true,false,false,6.4864959716796875
4096,32,4096,false,true,false,false,9.970901489257812
4096,32,4096,false,true,false,false,6.4366455078125
4096,32,4096,false,true,false,false,6.52276611328125
4096,32,4096,false,true,false,false,7.748313903808594
4096,32,4096,false,true,false,false,6.4797515869140625
4096,32,4096,false,true,false,false,6.3798675537109375
4096,32,4096,false,true,false,false,6.2619781494140625
4096,32,4096,false,true,false,false,6.41778564453125
4096,32,4096,false,true,false,false,6.7989349365234375
4096,32,4096,false,true,false,false,8.003517150878906
4096,32,4096,false,true,false,false,6.455833435058594
4096,32,4096,false,true,false,false,6.427345275878906
4096,32,4096,false,true,false,false,6.4206085205078125
4096,32,4096,false,true,false,false,9.888076782226562
4096,32,4096,false,true,false,false,6.502204895019531
4096,32,4096,false,true,false,false,6.478858947753906
4096,32,4096,false,true,false,false,6.476776123046875
4096,32,4096,false,true,true,false,6.4373931884765625
4096,32,4096,false,true,true,false,6.450004577636719
4096,32,4096,false,true,true,false,10.645942687988281
4096,32,4096,false,true,true,false,6.555671691894531
4096,32,4096,false,true,true,false,6.401634216308594
4096,32,4096,false,true,true,false,6.405540466308594
4096,32,4096,false,true,true,false,6.451637268066406
4096,32,4096,false,true,true,false,8.251144409179688
4096,32,4096,false,true,true,false,6.433036804199219
4096,32,4096,false,true,true,false,6.479621887207031
4096,32,4096,false,true,true,false,6.4148712158203125
4096,32,4096,false,true,true,false,6.372291564941406
4096,32,4096,false,true,true,false,6.5034637451171875
4096,32,4096,false,true,true,false,6.464569091796875
4096,32,4096,false,true,true,false,6.342765808105469
4096,32,4096,false,true,true,false,6.390228271484375
4096,32,4096,false,true,true,false,6.422279357910156
4096,32,4096,false,true,true,false,6.3275604248046875
4096,32,4096,false,true,true,false,6.3845062255859375
4096,32,4096,false,true,true,false,6.2924652099609375
4096,32,4096,false,true,true,false,6.42828369140625
4096,32,4096,false,true,true,false,6.4984283447265625
4096,32,4096,false,true,true,false,6.4135284423828125
4096,32,4096,false,true,true,false,6.244102478027344
4096,32,4096,false,true,true,false,8.130226135253906
4096,32,4096,false,true,true,false,6.454795837402344
4096,32,4096,false,true,true,false,7.5543365478515625
4096,32,4096,false,true,true,false,6.429527282714844
4096,32,4096,false,true,true,false,6.38494873046875
4096,32,4096,false,true,true,false,6.422119140625
4096,32,4096,false,true,true,false,6.530723571777344
4096,32,4096,false,true,true,false,6.3902130126953125
4096,32,4096,false,true,true,false,6.437095642089844
4096,32,4096,false,true,true,false,6.351051330566406
4096,32,4096,false,true,true,false,7.893714904785156
4096,32,4096,false,true,true,false,6.396675109863281
4096,32,4096,false,true,true,false,6.419288635253906
4096,32,4096,false,true,true,false,10.507705688476562
4096,32,4096,false,true,true,false,10.1502685546875
4096,32,4096,false,true,true,false,6.4309539794921875
4096,32,4096,false,true,true,false,7.63897705078125
4096,32,4096,false,true,true,false,6.355293273925781
4096,32,4096,false,true,true,false,6.379203796386719
4096,32,4096,false,true,true,false,6.5998687744140625
4096,32,4096,false,true,true,false,6.42626953125
4096,32,4096,false,true,true,false,6.541839599609375
4096,32,4096,false,true,true,false,6.379783630371094
4096,32,4096,false,true,true,false,7.1444244384765625
4096,32,4096,false,true,true,false,6.4287567138671875
4096,32,4096,false,true,true,false,7.371849060058594
4096,32,4096,false,true,true,false,6.396064758300781
4096,32,4096,false,true,true,false,6.1961822509765625
4096,32,4096,false,true,true,false,6.444366455078125
4096,32,4096,false,true,true,false,6.374794006347656
4096,32,4096,false,true,true,false,6.458770751953125
4096,32,4096,false,true,true,true,6.487518310546875
4096,32,4096,false,true,true,true,6.3716583251953125
4096,32,4096,false,true,true,true,6.416893005371094
4096,32,4096,false,true,true,true,6.511260986328125
4096,32,4096,false,true,true,true,6.4256439208984375
4096,32,4096,false,true,true,true,7.998130798339844
4096,32,4096,false,true,true,true,7.919105529785156
4096,32,4096,false,true,true,true,6.3530120849609375
4096,32,4096,false,true,true,true,6.2815093994140625
4096,32,4096,false,true,true,true,6.411186218261719
4096,32,4096,false,true,true,true,6.389259338378906
4096,32,4096,false,true,true,true,6.350677490234375
4096,32,4096,false,true,true,true,10.156761169433594
4096,32,4096,false,true,true,true,6.351707458496094
4096,32,4096,false,true,true,true,6.338310241699219
4096,32,4096,false,true,true,true,6.488334655761719
4096,32,4096,false,true,true,true,6.445671081542969
4096,32,4096,false,true,true,true,6.500038146972656
4096,32,4096,false,true,true,true,6.4647216796875
4096,32,4096,false,true,true,true,6.471885681152344
4096,32,4096,false,true,true,true,7.776649475097656
4096,32,4096,false,true,true,true,6.535316467285156
4096,32,4096,false,true,true,true,6.395042419433594
4096,32,4096,false,true,true,true,6.444541931152344
4096,32,4096,false,true,true,true,6.502815246582031
4096,32,4096,false,true,true,true,10.325363159179688
4096,32,4096,false,true,true,true,6.5710601806640625
4096,32,4096,false,true,true,true,6.5002593994140625
4096,32,4096,false,true,true,true,10.278549194335938
4096,32,4096,false,true,true,true,6.433448791503906
4096,32,4096,false,true,true,true,6.469230651855469
4096,32,4096,false,true,true,true,6.42376708984375
4096,32,4096,false,true,true,true,6.344703674316406
4096,32,4096,false,true,true,true,6.507652282714844
4096,32,4096,false,true,true,true,6.489265441894531
4096,32,4096,false,true,true,true,10.208290100097656
4096,32,4096,false,true,true,true,6.360939025878906
4096,32,4096,false,true,true,true,6.491569519042969
4096,32,4096,false,true,true,true,6.306892395019531
4096,32,4096,false,true,true,true,6.433868408203125
4096,32,4096,false,true,true,true,6.435401916503906
4096,32,4096,false,true,true,true,6.4345703125
4096,32,4096,false,true,true,true,6.488059997558594
4096,32,4096,false,true,true,true,6.4817962646484375
4096,32,4096,false,true,true,true,9.9873046875
4096,32,4096,false,true,true,true,8.152778625488281
4096,32,4096,false,true,true,true,7.844268798828125
4096,32,4096,false,true,true,true,6.505577087402344
4096,32,4096,false,true,true,true,6.51153564453125
4096,32,4096,false,true,true,true,7.05694580078125
4096,32,4096,false,true,true,true,7.947395324707031
4096,32,4096,false,true,true,true,6.369384765625
4096,32,4096,false,true,true,true,6.33349609375
4096,32,4096,false,true,true,true,6.410041809082031
4096,32,4096,false,true,true,true,6.421539306640625
4096,32,4096,true,false,false,false,6.354637145996094
4096,32,4096,true,false,false,false,6.3595428466796875
4096,32,4096,true,false,false,false,6.4166717529296875
4096,32,4096,true,false,false,false,6.485504150390625
4096,32,4096,true,false,false,false,6.454124450683594
4096,32,4096,true,false,false,false,6.408782958984375
4096,32,4096,true,false,false,false,6.410064697265625
4096,32,4096,true,false,false,false,6.57965087890625
4096,32,4096,true,false,false,false,6.9033355712890625
4096,32,4096,true,false,false,false,6.433036804199219
4096,32,4096,true,false,false,false,10.262336730957031
4096,32,4096,true,false,false,false,6.483642578125
4096,32,4096,true,false,false,false,6.344627380371094
4096,32,4096,true,false,false,false,6.494163513183594
4096,32,4096,true,false,false,false,7.7938690185546875
4096,32,4096,true,false,false,false,6.4455108642578125
4096,32,4096,true,false,false,false,6.3616790771484375
4096,32,4096,true,false,false,false,6.404212951660156
4096,32,4096,true,false,false,false,6.230926513671875
4096,32,4096,true,false,false,false,10.096267700195312
4096,32,4096,true,false,false,false,7.908332824707031
4096,32,4096,true,false,false,false,6.347267150878906
4096,32,4096,true,false,false,false,7.7836456298828125
4096,32,4096,true,false,false,false,6.3368988037109375
4096,32,4096,true,false,false,false,6.354179382324219
4096,32,4096,true,false,false,false,6.45294189453125
4096,32,4096,true,false,false,false,7.8109283447265625
4096,32,4096,true,false,false,false,6.3977813720703125
4096,32,4096,true,false,false,false,10.344894409179688
4096,32,4096,true,false,false,false,6.698417663574219
4096,32,4096,true,false,false,false,6.346527099609375
4096,32,4096,true,false,false,false,6.415092468261719
4096,32,4096,true,false,false,false,6.875831604003906
4096,32,4096,true,false,false,false,8.092536926269531
4096,32,4096,true,false,false,false,6.52264404296875
4096,32,4096,true,false,false,false,6.3540496826171875
4096,32,4096,true,false,false,false,6.212921142578125
4096,32,4096,true,false,false,false,6.3621673583984375
4096,32,4096,true,false,false,false,6.3927154541015625
4096,32,4096,true,false,false,false,6.4498443603515625
4096,32,4096,true,false,false,false,6.450386047363281
4096,32,4096,true,false,false,false,8.154739379882812
4096,32,4096,true,false,false,false,11.463600158691406
4096,32,4096,true,false,false,false,6.49481201171875
4096,32,4096,true,false,false,false,6.2660369873046875
4096,32,4096,true,false,false,false,6.490165710449219
4096,32,4096,true,false,false,false,6.3863983154296875
4096,32,4096,true,false,false,false,6.379829406738281
4096,32,4096,true,false,false,false,6.4152984619140625
4096,32,4096,true,false,false,false,6.4241790771484375
4096,32,4096,true,false,false,false,6.6639251708984375
4096,32,4096,true,false,false,false,6.430503845214844
4096,32,4096,true,false,false,false,6.367652893066406
4096,32,4096,true,false,false,false,6.4353790283203125
4096,32,4096,true,false,false,false,6.6028594970703125
4096,32,4096,true,true,false,false,6.506492614746094
4096,32,4096,true,true,false,false,6.422523498535156
4096,32,4096,true,true,false,false,6.426612854003906
4096,32,4096,true,true,false,false,7.7869110107421875
4096,32,4096,true,true,false,false,6.32135009765625
4096,32,4096,true,true,false,false,7.6039886474609375
4096,32,4096,true,true,false,false,6.4260101318359375
4096,32,4096,true,true,false,false,10.270980834960938
4096,32,4096,true,true,false,false,6.405975341796875
4096,32,4096,true,true,false,false,6.4150390625
4096,32,4096,true,true,false,false,6.455406188964844
4096,32,4096,true,true,false,false,6.2570648193359375
4096,32,4096,true,true,false,false,6.607322692871094
4096,32,4096,true,true,false,false,7.509521484375
4096,32,4096,true,true,false,false,6.37066650390625
4096,32,4096,true,true,false,false,6.453193664550781
4096,32,4096,true,true,false,false,6.4124755859375
4096,32,4096,true,true,false,false,6.5254669189453125
4096,32,4096,true,true,false,false,6.472434997558594
4096,32,4096,true,true,false,false,7.655120849609375
4096,32,4096,true,true,false,false,6.371955871582031
4096,32,4096,true,true,false,false,6.355766296386719
4096,32,4096,true,true,false,false,7.972297668457031
4096,32,4096,true,true,false,false,6.5138702392578125
4096,32,4096,true,true,false,false,6.579315185546875
4096,32,4096,true,true,false,false,6.4029693603515625
4096,32,4096,true,true,false,false,6.244232177734375
4096,32,4096,true,true,false,false,6.44390869140625
4096,32,4096,true,true,false,false,8.303192138671875
4096,32,4096,true,true,false,false,8.10137939453125
4096,32,4096,true,true,false,false,8.2486572265625
4096,32,4096,true,true,false,false,6.4636077880859375
4096,32,4096,true,true,false,false,6.375068664550781
4096,32,4096,true,true,false,false,6.335960388183594
4096,32,4096,true,true,false,false,6.454399108886719
4096,32,4096,true,true,false,false,6.4863433837890625
4096,32,4096,true,true,false,false,6.5943756103515625
4096,32,4096,true,true,false,false,6.377288818359375
4096,32,4096,true,true,false,false,6.473609924316406
4096,32,4096,true,true,false,false,8.011451721191406
4096,32,4096,true,true,false,false,6.451957702636719
4096,32,4096,true,true,false,false,6.321022033691406
4096,32,4096,true,true,false,false,9.963218688964844
4096,32,4096,true,true,false,false,6.385780334472656
4096,32,4096,true,true,false,false,6.44561767578125
4096,32,4096,true,true,false,false,6.4260711669921875
4096,32,4096,true,true,false,false,6.361419677734375
4096,32,4096,true,true,false,false,6.514213562011719
4096,32,4096,true,true,false,false,7.201210021972656
4096,32,4096,true,true,false,false,6.295738220214844
4096,32,4096,true,true,false,false,6.3970489501953125
4096,32,4096,true,true,false,false,6.362007141113281
4096,32,4096,true,true,false,false,6.429832458496094
4096,32,4096,true,true,false,false,6.4320220947265625
4096,32,4096,true,true,false,false,6.3891448974609375
4096,32,4096,true,true,true,false,9.706428527832031
4096,32,4096,true,true,true,false,6.668190002441406
4096,32,4096,true,true,true,false,6.395088195800781
4096,32,4096,true,true,true,false,6.407684326171875
4096,32,4096,true,true,true,false,9.908760070800781
4096,32,4096,true,true,true,false,6.4963226318359375
4096,32,4096,true,true,true,false,6.4367828369140625
4096,32,4096,true,true,true,false,6.412010192871094
4096,32,4096,true,true,true,false,6.301155090332031
4096,32,4096,true,true,true,false,6.304924011230469
4096,32,4096,true,true,true,false,6.296112060546875
4096,32,4096,true,true,true,false,6.2136688232421875
4096,32,4096,true,true,true,false,22.103713989257812
4096,32,4096,true,true,true,false,6.480903625488281
4096,32,4096,true,true,true,false,6.343025207519531
4096,32,4096,true,true,true,false,6.495307922363281
4096,32,4096,true,true,true,false,7.4631805419921875
4096,32,4096,true,true,true,false,6.3967742919921875
4096,32,4096,true,true,true,false,6.464637756347656
4096,32,4096,true,true,true,false,8.976760864257812
4096,32,4096,true,true,true,false,6.440711975097656
4096,32,4096,true,true,true,false,6.346290588378906
4096,32,4096,true,true,true,false,10.221572875976562
4096,32,4096,true,true,true,false,6.431129455566406
4096,32,4096,true,true,true,false,6.421745300292969
4096,32,4096,true,true,true,false,6.28814697265625
4096,32,4096,true,true,true,false,6.313667297363281
4096,32,4096,true,true,true,false,11.702606201171875
4096,32,4096,true,true,true,false,6.495857238769531
4096,32,4096,true,true,true,false,6.336418151855469
4096,32,4096,true,true,true,false,7.7642059326171875
4096,32,4096,true,true,true,false,6.584922790527344
4096,32,4096,true,true,true,false,6.439750671386719
4096,32,4096,true,true,true,false,6.2197723388671875
4096,32,4096,true,true,true,false,6.699409484863281
4096,32,4096,true,true,true,false,6.61041259765625
4096,32,4096,true,true,true,false,6.444328308105469
4096,32,4096,true,true,true,false,6.5014495849609375
4096,32,4096,true,true,true,false,6.5450897216796875
4096,32,4096,true,true,true,false,6.3922576904296875
4096,32,4096,true,true,true,false,6.459022521972656
4096,32,4096,true,true,true,false,7.681175231933594
4096,32,4096,true,true,true,false,7.7747344970703125
4096,32,4096,true,true,true,false,6.387359619140625
4096,32,4096,true,true,true,false,6.448944091796875
4096,32,4096,true,true,true,false,6.500862121582031
4096,32,4096,true,true,true,false,6.501762390136719
4096,32,4096,true,true,true,false,6.2314300537109375
4096,32,4096,true,true,true,false,6.5160064697265625
4096,32,4096,true,true,true,false,6.583091735839844
4096,32,4096,true,true,true,false,6.4727630615234375
4096,32,4096,true,true,true,false,6.394554138183594
4096,32,4096,true,true,true,false,7.026573181152344
4096,32,4096,true,true,true,false,6.427711486816406
4096,32,4096,true,true,true,false,6.363899230957031
4096,32,4096,true,true,true,true,8.002159118652344
4096,32,4096,true,true,true,true,6.452583312988281
4096,32,4096,true,true,true,true,6.36968994140625
4096,32,4096,true,true,true,true,24.950698852539062
4096,32,4096,true,true,true,true,10.451698303222656
4096,32,4096,true,true,true,true,7.806465148925781
4096,32,4096,true,true,true,true,6.375885009765625
4096,32,4096,true,true,true,true,6.452232360839844
4096,32,4096,true,true,true,true,6.4752044677734375
4096,32,4096,true,true,true,true,6.454872131347656
4096,32,4096,true,true,true,true,6.416290283203125
4096,32,4096,true,true,true,true,6.3672332763671875
4096,32,4096,true,true,true,true,7.942802429199219
4096,32,4096,true,true,true,true,6.4361114501953125
4096,32,4096,true,true,true,true,10.327049255371094
4096,32,4096,true,true,true,true,6.4495086669921875
4096,32,4096,true,true,true,true,6.400909423828125
4096,32,4096,true,true,true,true,6.469703674316406
4096,32,4096,true,true,true,true,6.240913391113281
4096,32,4096,true,true,true,true,6.424339294433594
4096,32,4096,true,true,true,true,6.3707427978515625
4096,32,4096,true,true,true,true,6.4641571044921875
4096,32,4096,true,true,true,true,7.897422790527344
4096,32,4096,true,true,true,true,7.880462646484375
4096,32,4096,true,true,true,true,6.5345306396484375
4096,32,4096,true,true,true,true,6.5576934814453125
4096,32,4096,true,true,true,true,7.7254486083984375
4096,32,4096,true,true,true,true,6.734382629394531
4096,32,4096,true,true,true,true,6.528678894042969
4096,32,4096,true,true,true,true,6.753753662109375
4096,32,4096,true,true,true,true,6.472511291503906
4096,32,4096,true,true,true,true,6.557159423828125
4096,32,4096,true,true,true,true,7.8585662841796875
4096,32,4096,true,true,true,true,10.001449584960938
4096,32,4096,true,true,true,true,6.480033874511719
4096,32,4096,true,true,true,true,6.450714111328125
4096,32,4096,true,true,true,true,6.48223876953125
4096,32,4096,true,true,true,true,6.204643249511719
4096,32,4096,true,true,true,true,7.934906005859375
4096,32,4096,true,true,true,true,6.445747375488281
4096,32,4096,true,true,true,true,6.8877105712890625
4096,32,4096,true,true,true,true,7.015769958496094
4096,32,4096,true,true,true,true,7.8137664794921875
4096,32,4096,true,true,true,true,6.516845703125
4096,32,4096,true,true,true,true,6.4910125732421875
4096,32,4096,true,true,true,true,6.454986572265625
4096,32,4096,true,true,true,true,6.390693664550781
4096,32,4096,true,true,true,true,10.099983215332031
4096,32,4096,true,true,true,true,6.3875274658203125
4096,32,4096,true,true,true,true,6.429786682128906
4096,32,4096,true,true,true,true,6.4389495849609375
4096,32,4096,true,true,true,true,6.2176055908203125
4096,32,4096,true,true,true,true,7.951934814453125
4096,32,4096,true,true,true,true,6.293159484863281
4096,32,4096,true,true,true,true,6.515953063964844
4096,32,1048576,false,false,false,false,6.411888122558594
4096,32,1048576,false,false,false,false,6.483192443847656
4096,32,1048576,false,false,false,false,6.499603271484375
4096,32,1048576,false,false,false,false,6.431739807128906
4096,32,1048576,false,false,false,false,6.318641662597656
4096,32,1048576,false,false,false,false,6.381507873535156
4096,32,1048576,false,false,false,false,6.429222106933594
4096,32,1048576,false,false,false,false,6.426811218261719
4096,32,1048576,false,false,false,false,7.8771514892578125
4096,32,1048576,false,false,false,false,6.305076599121094
4096,32,1048576,false,false,false,false,6.429298400878906
4096,32,1048576,false,false,false,false,6.701995849609375
4096,32,1048576,false,false,false,false,6.263458251953125
4096,32,1048576,false,false,false,false,7.331809997558594
4096,32,1048576,false,false,false,false,6.422760009765625
4096,32,1048576,false,false,false,false,9.93206787109375
4096,32,1048576,false,false,false,false,6.4946746826171875
4096,32,1048576,false,false,false,false,6.529884338378906
4096,32,1048576,false,false,false,false,6.430046081542969
4096,32,1048576,false,false,false,false,7.6506195068359375
4096,32,1048576,false,false,false,false,6.437591552734375
4096,32,1048576,false,false,false,false,6.355186462402344
4096,32,1048576,false,false,false,false,6.370643615722656
4096,32,1048576,false,false,false,false,10.086341857910156
4096,32,1048576,false,false,false,false,7.907806396484375
4096,32,1048576,false,false,false,false,6.4178314208984375
4096,32,1048576,false,false,false,false,6.375465393066406
4096,32,1048576,false,false,false,false,6.4497222900390625
4096,32,1048576,false,false,false,false,6.464424133300781
4096,32,1048576,false,false,false,false,6.391731262207031
4096,32,1048576,false,false,false,false,6.484794616699219
4096,32,1048576,false,false,false,false,6.4285430908203125
4096,32,1048576,false,false,false,false,6.4478912353515625
4096,32,1048576,false,false,false,false,6.366096496582031
4096,32,1048576,false,false,false,false,8.035781860351562
4096,32,1048576,false,false,false,false,7.2113037109375
4096,32,1048576,false,false,false,false,6.28607177734375
4096,32,1048576,false,false,false,false,7.860160827636719
4096,32,1048576,false,false,false,false,6.460426330566406
4096,32,1048576,false,false,false,false,6.363311767578125
4096,32,1048576,false,false,false,false,6.482872009277344
4096,32,1048576,false,false,false,false,6.47662353515625
4096,32,1048576,false,false,false,false,9.962730407714844
4096,32,1048576,false,false,false,false,6.4245147705078125
4096,32,1048576,false,false,false,false,6.471244812011719
4096,32,1048576,false,false,false,false,6.3716278076171875
4096,32,1048576,false,false,false,false,6.417747497558594
4096,32,1048576,false,false,false,false,6.375907897949219
4096,32,1048576,false,false,false,false,6.497642517089844
4096,32,1048576,false,false,false,false,6.510932922363281
4096,32,1048576,false,false,false,false,6.476104736328125
4096,32,1048576,false,false,false,false,6.39862060546875
4096,32,1048576,false,false,false,false,6.30694580078125
4096,32,1048576,false,false,false,false,6.372398376464844
4096,32,1048576,false,false,false,false,6.4632415771484375
4096,32,1048576,false,true,false,false,7.847084045410156
4096,32,1048576,false,true,false,false,10.164047241210938
4096,32,1048576,false,true,false,false,7.73822021484375
4096,32,1048576,false,true,false,false,6.4462890625
4096,32,1048576,false,true,false,false,9.935142517089844
4096,32,1048576,false,true,false,false,6.5256805419921875
4096,32,1048576,false,true,false,false,6.3965911865234375
4096,32,1048576,false,true,false,false,6.46966552734375
4096,32,1048576,false,true,false,false,6.340629577636719
4096,32,1048576,false,true,false,false,6.413627624511719
4096,32,1048576,false,true,false,false,6.424324035644531
4096,32,1048576,false,true,false,false,6.374076843261719
4096,32,1048576,false,true,false,false,6.4654998779296875
4096,32,1048576,false,true,false,false,6.3721923828125
4096,32,1048576,false,true,false,false,6.5865936279296875
4096,32,1048576,false,true,false,false,6.45806884765625
4096,32,1048576,false,true,false,false,6.37103271484375
4096,32,1048576,false,true,false,false,9.985809326171875
4096,32,1048576,false,true,false,false,6.2854461669921875
4096,32,1048576,false,true,false,false,6.389106750488281
4096,32,1048576,false,true,false,false,6.259895324707031
4096,32,1048576,false,true,false,false,6.429176330566406
4096,32,1048576,false,true,false,false,8.13934326171875
4096,32,1048576,false,true,false,false,6.505149841308594
4096,32,1048576,false,true,false,false,6.3804473876953125
4096,32,1048576,false,true,false,false,6.447929382324219
4096,32,1048576,false,true,false,false,6.541236877441406
4096,32,1048576,false,true,false,false,10.369926452636719
4096,32,1048576,false,true,false,false,6.347434997558594
4096,32,1048576,false,true,false,false,6.389839172363281
4096,32,1048576,false,true,false,false,6.393280029296875
4096,32,1048576,false,true,false,false,10.557830810546875
4096,32,1048576,false,true,false,false,6.519683837890625
4096,32,1048576,false,true,false,false,98.99235534667969
4096,32,1048576,false,true,false,false,6.450477600097656
4096,32,1048576,false,true,false,false,10.127731323242188
4096,32,1048576,false,true,false,false,8.126914978027344
4096,32,1048576,false,true,false,false,6.4534759521484375
4096,32,1048576,false,true,false,false,6.307319641113281
4096,32,1048576,false,true,false,false,6.470817565917969
4096,32,1048576,false,true,false,false,7.716850280761719
4096,32,1048576,false,true,false,false,17.51873016357422
4096,32,1048576,false,true,false,false,6.391746520996094
4096,32,1048576,false,true,false,false,6.4327239990234375
4096,32,1048576,false,true,false,false,7.942237854003906
4096,32,1048576,false,true,false,false,10.0765380859375
4096,32,1048576,false,true,false,false,6.531806945800781
4096,32,1048576,false,true,false,false,6.399871826171875
4096,32,1048576,false,true,false,false,6.539894104003906
4096,32,1048576,false,true,false,false,6.43255615234375
4096,32,1048576,false,true,false,false,6.475067138671875
4096,32,1048576,false,true,false,false,6.479423522949219
4096,32,1048576,false,true,false,false,7.799949645996094
4096,32,1048576,false,true,false,false,6.523521423339844
4096,32,1048576,false,true,false,false,6.3431396484375
4096,32,1048576,false,true,true,false,6.435813903808594
4096,32,1048576,false,true,true,false,7.230987548828125
4096,32,1048576,false,true,true,false,8.822540283203125
4096,32,1048576,false,true,true,false,6.4720916748046875
4096,32,1048576,false,true,true,false,6.481376647949219
4096,32,1048576,false,true,true,false,6.502738952636719
4096,32,1048576,false,true,true,false,6.442588806152344
4096,32,1048576,false,true,true,false,7.85235595703125
4096,32,1048576,false,true,true,false,6.406501770019531
4096,32,1048576,false,true,true,false,6.258270263671875
4096,32,1048576,false,true,true,false,6.375450134277344
4096,32,1048576,false,true,true,false,7.239982604980469
4096,32,1048576,false,true,true,false,10.112518310546875
4096,32,1048576,false,true,true,false,7.925537109375
4096,32,1048576,false,true,true,false,6.455284118652344
4096,32,1048576,false,true,true,false,6.409492492675781
4096,32,1048576,false,true,true,false,6.578987121582031
4096,32,1048576,false,true,true,false,6.484321594238281
4096,32,1048576,false,true,true,false,6.463470458984375
