Size,Repeat,Submit CB,Start CB,Complete CB,Time (ns)
1024,1024,0,0,0,14.257262229919434
1024,1024,0,0,0,14.321538925170898
1024,1024,0,0,0,14.470508575439453
1024,1024,0,0,0,14.531572341918945
1024,1024,0,0,0,14.569440841674805
1024,1024,0,0,0,14.723984718322754
1024,1024,0,0,0,14.727988243103027
1024,1024,0,0,0,15.330398559570312
1024,1024,0,0,0,15.335077285766602
1024,1024,0,0,0,15.346023559570312
1024,1024,0,0,0,15.348893165588379
1024,1024,0,0,0,15.359051704406738
1024,1024,0,0,0,15.366084098815918
1024,1024,0,0,0,15.375286102294922
1024,1024,0,0,0,15.375704765319824
1024,1024,0,0,0,15.406487464904785
1024,1024,0,0,0,15.407235145568848
1024,1024,0,0,0,15.408939361572266
1024,1024,0,0,0,15.414508819580078
1024,1024,0,0,0,15.414817810058594
1024,1024,0,0,0,15.440408706665039
1024,1024,0,0,0,15.444398880004883
1024,1024,0,0,0,15.444791793823242
1024,1024,0,0,0,15.46573257446289
1024,1024,0,0,0,15.467418670654297
1024,1024,0,0,0,15.467509269714355
1024,1024,0,0,0,15.474654197692871
1024,1024,0,0,0,15.478590965270996
1024,1024,0,0,0,15.48251724243164
1024,1024,0,0,0,15.496292114257812
1024,1024,0,0,0,15.497076988220215
1024,1024,0,0,0,15.5068359375
1024,1024,0,0,0,15.517549514770508
1024,1024,0,0,0,15.523871421813965
1024,1024,0,0,0,15.532689094543457
1024,1024,0,0,0,15.57370376586914
1024,1024,0,0,0,15.575103759765625
1024,1024,0,0,0,15.580537796020508
1024,1024,0,0,0,15.58078670501709
1024,1024,0,0,0,15.58734130859375
1024,1024,0,0,0,15.5928373336792
1024,1024,0,0,0,15.59455394744873
1024,1024,0,0,0,15.601044654846191
1024,1024,0,0,0,15.6046142578125
1024,1024,0,0,0,15.606478691101074
1024,1024,0,0,0,15.610617637634277
1024,1024,0,0,0,15.61114501953125
1024,1024,0,0,0,15.61436939239502
1024,1024,0,0,0,15.615948677062988
1024,1024,0,0,0,15.616077423095703
1024,1024,0,0,0,15.617919921875
1024,1024,0,0,0,15.621146202087402
1024,1024,0,0,0,15.621262550354004
1024,1024,0,0,0,15.628812789916992
1024,1024,0,0,0,15.630206108093262
1024,1024,0,0,0,15.631953239440918
1024,1024,0,0,0,15.63293743133545
1024,1024,0,0,0,15.6347017288208
1024,1024,0,0,0,15.635254859924316
1024,1024,0,0,0,15.63621997833252
1024,1024,0,0,0,15.636248588562012
1024,1024,0,0,0,15.637752532958984
1024,1024,0,0,0,15.638411521911621
1024,1024,0,0,0,15.639384269714355
1024,1024,0,0,0,15.640079498291016
1024,1024,0,0,0,15.642338752746582
1024,1024,0,0,0,15.64280891418457
1024,1024,0,0,0,15.64429759979248
1024,1024,0,0,0,15.644667625427246
1024,1024,0,0,0,15.646928787231445
1024,1024,0,0,0,15.648420333862305
1024,1024,0,0,0,15.648576736450195
1024,1024,0,0,0,15.649009704589844
1024,1024,0,0,0,15.649392127990723
1024,1024,0,0,0,15.653536796569824
1024,1024,0,0,0,15.656667709350586
1024,1024,0,0,0,15.656816482543945
1024,1024,0,0,0,15.657986640930176
1024,1024,0,0,0,15.658123016357422
1024,1024,0,0,0,15.659156799316406
1024,1024,0,0,0,15.660534858703613
1024,1024,0,0,0,15.662049293518066
1024,1024,0,0,0,15.662890434265137
1024,1024,0,0,0,15.663251876831055
1024,1024,0,0,0,15.665133476257324
1024,1024,0,0,0,15.667777061462402
1024,1024,0,0,0,15.667816162109375
1024,1024,0,0,0,15.66939640045166
1024,1024,0,0,0,15.67172908782959
1024,1024,0,0,0,15.673371315002441
1024,1024,0,0,0,15.67442512512207
1024,1024,0,0,0,15.677201271057129
1024,1024,0,0,0,15.680087089538574
1024,1024,0,0,0,15.680523872375488
1024,1024,0,0,0,15.682308197021484
1024,1024,0,0,0,15.686041831970215
1024,1024,0,0,0,15.689665794372559
1024,1024,0,0,0,15.690556526184082
1024,1024,0,0,0,15.692755699157715
1024,1024,0,0,0,15.692927360534668
1024,1024,0,0,0,15.69349193572998
1024,1024,0,0,0,15.696188926696777
1024,1024,0,0,0,15.69633674621582
1024,1024,0,0,0,15.697952270507812
1024,1024,0,0,0,15.698267936706543
1024,1024,0,0,0,15.698301315307617
1024,1024,0,0,0,15.699724197387695
1024,1024,0,0,0,15.70317554473877
1024,1024,0,0,0,15.704426765441895
1024,1024,0,0,0,15.704716682434082
1024,1024,0,0,0,15.7088623046875
1024,1024,0,0,0,15.717024803161621
1024,1024,0,0,0,15.721454620361328
1024,1024,0,0,0,15.721701622009277
1024,1024,0,0,0,15.723526000976562
1024,1024,0,0,0,15.725046157836914
1024,1024,0,0,0,15.725929260253906
1024,1024,0,0,0,15.726394653320312
1024,1024,0,0,0,15.731534004211426
1024,1024,0,0,0,15.732090950012207
1024,1024,0,0,0,15.732836723327637
1024,1024,0,0,0,15.732982635498047
1024,1024,0,0,0,15.741761207580566
1024,1024,0,0,0,15.743526458740234
1024,1024,0,0,0,15.743988037109375
1024,1024,0,0,0,15.745031356811523
1024,1024,0,0,0,15.749476432800293
1024,1024,0,0,0,15.751322746276855
1024,1024,0,0,0,15.75259780883789
1024,1024,0,0,0,15.753434181213379
1024,1024,0,0,0,15.753968238830566
1024,1024,0,0,0,15.757366180419922
1024,1024,0,0,0,15.758018493652344
1024,1024,0,0,0,15.758743286132812
1024,1024,0,0,0,15.760127067565918
1024,1024,0,0,0,15.760228157043457
1024,1024,0,0,0,15.760598182678223
1024,1024,0,0,0,15.761724472045898
1024,1024,0,0,0,15.762939453125
1024,1024,0,0,0,15.765161514282227
1024,1024,0,0,0,15.769009590148926
1024,1024,0,0,0,15.773733139038086
1024,1024,0,0,0,15.774754524230957
1024,1024,0,0,0,15.777597427368164
1024,1024,0,0,0,15.781394004821777
1024,1024,0,0,0,15.785146713256836
1024,1024,0,0,0,15.791098594665527
1024,1024,0,0,0,15.800165176391602
1024,1024,0,0,0,15.807859420776367
1024,1024,0,0,0,15.808476448059082
1024,1024,0,0,0,15.812371253967285
1024,1024,0,0,0,15.812641143798828
1024,1024,0,0,0,15.817220687866211
1024,1024,0,0,0,15.818286895751953
1024,1024,0,0,0,15.819156646728516
1024,1024,0,0,0,15.822714805603027
1024,1024,0,0,0,15.828070640563965
1024,1024,0,0,0,15.837782859802246
1024,1024,0,0,0,15.844164848327637
1024,1024,0,0,0,15.855596542358398
1024,1024,0,0,0,15.866495132446289
1024,1024,0,0,0,15.894525527954102
1024,1024,0,0,0,15.986769676208496
1024,1024,0,0,0,17.066779136657715
1024,1024,0,0,0,17.105107307434082
1024,1024,0,0,0,17.116907119750977
1024,1024,0,0,0,17.121328353881836
1024,1024,0,0,0,17.258938789367676
1024,1024,0,0,0,17.3911714553833
1024,1024,0,0,0,18.222143173217773
1024,1024,0,0,0,18.274800300598145
1024,1024,0,0,0,18.66420555114746
1024,1024,0,0,0,19.842272758483887
1024,1024,0,0,0,21.179336547851562
1024,1024,0,0,0,23.273103713989258
1024,1024,0,0,0,24.48874855041504
1024,1024,0,0,0,26.97882843017578
1024,1024,0,0,0,28.078115463256836
1024,1024,0,0,0,28.659870147705078
1024,1024,0,0,1,21.724233627319336
1024,1024,0,0,1,22.626286506652832
1024,1024,0,0,1,22.65589714050293
1024,1024,0,0,1,22.811616897583008
1024,1024,0,0,1,22.81237030029297
1024,1024,0,0,1,22.82241725921631
1024,1024,0,0,1,22.83122444152832
1024,1024,0,0,1,22.854127883911133
1024,1024,0,0,1,22.863476753234863
1024,1024,0,0,1,22.87801170349121
1024,1024,0,0,1,22.88613224029541
1024,1024,0,0,1,22.897019386291504
1024,1024,0,0,1,22.90501117706299
1024,1024,0,0,1,22.907504081726074
1024,1024,0,0,1,22.923585891723633
1024,1024,0,0,1,22.934326171875
1024,1024,0,0,1,22.938648223876953
1024,1024,0,0,1,22.941186904907227
1024,1024,0,0,1,22.94596004486084
1024,1024,0,0,1,22.95846176147461
1024,1024,0,0,1,22.959518432617188
1024,1024,0,0,1,22.964402198791504
1024,1024,0,0,1,22.97749614715576
1024,1024,0,0,1,22.978605270385742
1024,1024,0,0,1,22.981104850769043
1024,1024,0,0,1,22.981196403503418
1024,1024,0,0,1,22.984289169311523
1024,1024,0,0,1,22.99166488647461
1024,1024,0,0,1,23.017909049987793
1024,1024,0,0,1,23.019761085510254
1024,1024,0,0,1,23.022592544555664
1024,1024,0,0,1,23.037156105041504
1024,1024,0,0,1,23.046030044555664
1024,1024,0,0,1,23.051308631896973
